ROUTE,COUNTY,POST_MILE,YEAR,AM_DIR,AM_PEAK_VOL_PEAK_DIR,AM_K_FACTOR_AMT,AM_D_FACTOR_AMT,AM_KD_FACTOR,AM_HOUR,AM_DAY,AM_MONTH,PM_DIR,PM_WAY_PHV,PM_K_FACTOR_AMT,PM_D_FACTOR_AMT,PM_KD_FACTOR,PM_HOUR,PM_DAY,PM_MONTH
1,ORA,22.5,17,S,2536,8.78,78.22,6.87,8,WED,NOV,N,2596.00,8.92,78.86,7.03,18,WED,FEB
1,ORA,30.141,16,N,14488,34.33,82.69,28.39,9,FRI,JUN,S,3012.00,7.82,75.49,5.9,19,WED,OCT
1,LA,18.09,15,N,1143,6.58,59.44,3.91,8,THU,OCT,S,1321.00,8.02,56.31,4.52,17,TUE,NOV
1,LA,27.1,17,N,4363,7.51,70.25,5.27,7,TUE,OCT,N,3980.00,7.66,62.8,4.81,17,TUE,JUN
1,LA,40.769,16,N,2106,7.83,55.04,4.31,12,MON,FEB,N,2742.00,9.64,58.2,5.61,17,TUE,JAN
1,LA,48.171,16,N,1440,8.94,54.65,4.89,11,SAT,AUG,S,1497.00,9.91,51.27,5.08,15,FRI,MAR
1,SB,0,17,S,752,11.23,84.12,9.44,6,WED,SEP,N,722.00,10.65,85.14,9.07,18,TUE,NOV
1,SB,19.251,16,S,886,11.35,92,10.45,6,THU,FEB,N,768.00,11.07,81.79,9.05,17,MON,AUG
1,SB,20.565,17,S,528,8.77,52.49,4.6,12,SAT,MAR,N,538.00,8.96,52.34,4.69,15,FRI,MAR
1,SB,22.519,17,N,1332,8.62,57.09,4.92,7,TUE,FEB,S,1399.00,9.21,56.12,5.17,16,THU,JUN
1,SB,23.296,17,N,1117,9.25,58.51,5.41,7,THU,MAY,S,1049.00,9.99,50.9,5.08,17,WED,AUG
1,SB,26.69,17,N,1112,10.64,63.11,6.71,7,THU,NOV,S,972.00,9.43,62.27,5.87,17,MON,FEB
1,SB,29.891,17,S,1102,9.53,71.98,6.86,11,FRI,SEP,S,1052.00,10.6,61.77,6.55,17,TUE,AUG
1,SB,29.891,17,S,1124,11.74,58.94,6.92,7,THU,SEP,N,1282.00,11.76,67.12,7.89,16,THU,NOV
1,SB,36.189,17,S,1119,12.44,59.78,7.44,7,TUE,SEP,N,1255.00,12.61,66.16,8.34,16,TUE,SEP
1,SB,31.042,17,S,1437,9.93,75.63,7.51,6,WED,APR,N,1526.00,11.99,66.52,7.98,16,THU,JUL
1,SB,41.81,17,N,282,13.35,72.31,9.65,6,TUE,OCT,S,269.00,14.03,65.61,9.21,16,TUE,AUG
1,SB,49.199,17,N,297,7.92,58.47,4.63,6,FRI,OCT,S,404.00,10.99,57.31,6.3,16,MON,JUL
1,SLO,15.268,17,N,773,9.4,73.55,6.91,10,THU,APR,S,653.00,9.75,59.85,5.84,17,MON,APR
1,SLO,16.77,17,N,1533,8.44,61.64,5.2,12,THU,FEB,N,1727.00,7.65,76.55,5.86,14,FRI,SEP
1,SLO,27.883,17,S,1242,7.97,59.8,4.77,8,TUE,APR,N,1482.00,9.54,59.61,5.69,17,TUE,APR
1,SLO,48.26,17,N,533,12.63,56.7,7.16,12,TUE,DEC,S,586.00,13.84,56.89,7.87,16,FRI,DEC
1,MON,75.135,16,S,2330,7.55,62.82,4.74,8,FRI,OCT,N,2484.00,8.59,58.84,5.06,16,MON,OCT
1,MON,79.357,16,S,4022,7.96,68.45,5.45,7,THU,JUL,N,3821.00,8.12,63.77,5.18,15,THU,OCT
1,MON,89.177,16,S,3140,7.92,71.4,5.66,7,WED,JAN,N,3517.00,9.47,66.9,6.34,16,THU,JUL
1,SM,0,16,S,470,15.79,58.68,9.26,12,SUN,JUL,S,480.00,15.85,59.7,9.46,13,SUN,JUL
1,SM,18.189,16,S,586,13.64,60.04,8.19,12,SAT,JUL,N,692.00,15.92,60.76,9.67,15,SUN,APR
1,SM,18.189,16,S,652,15.17,59.27,8.99,12,SUN,JUL,N,800.00,17.2,64.15,11.03,16,SUN,APR
1,SM,26.432,16,S,671,11.23,65.85,7.39,10,SAT,JUL,N,744.00,13.05,62.84,8.2,17,SUN,JUL
1,SM,30.225,16,S,1228,7.2,62.91,4.53,7,MON,APR,N,1262.00,8.53,54.59,4.66,15,FRI,APR
1,SM,35.336,16,S,1004,10.44,59.73,6.24,12,SAT,OCT,N,1006.00,11.49,54.38,6.25,15,SUN,OCT
1,SM,43.464,16,N,3093,8.22,74.58,6.13,7,THU,APR,S,2638.00,8,65.36,5.23,16,TUE,JAN
1,SF,4.05,16,N,2535,6.44,55.35,3.56,10,SAT,OCT,S,2505.00,6.7,52.55,3.52,16,TUE,JAN
1,MRN,0,16,S,845,7.66,67.12,5.14,8,TUE,APR,N,967.00,8.83,66.64,5.88,17,TUE,OCT
1,MRN,3.35,16,N,465,18.81,62,11.66,11,SUN,APR,S,563.00,16.9,83.53,14.12,18,SUN,APR
1,MRN,28.6,16,N,356,14.5,65.08,9.44,10,SAT,JUL,N,406.00,18.61,57.84,10.76,13,SAT,JUL
1,SON,0.19,16,N,75,11.37,60.98,6.93,12,MON,APR,N,94.00,12.66,68.61,8.69,13,MON,APR
1,MEN,2.5,17,S,199,11.85,55.74,6.6,10,SAT,MAY,N,211.00,11.32,61.88,7,17,FRI,AUG
1,MEN,15.95,16,S,167,12.84,60.73,7.8,12,SUN,AUG,N,150.00,12.65,55.35,7,15,MON,AUG
1,MEN,33.91,17,N,99,13.64,55.31,7.55,10,SUN,JUN,N,100.00,14.18,53.76,7.62,16,FRI,JUN
1,MEN,42.95,17,S,312,16.81,61.06,10.26,11,SUN,JUN,S,279.00,12.01,76.44,9.18,17,THU,MAR
1,MEN,49.37,16,N,367,11.7,53.42,6.25,12,SAT,AUG,N,397.00,11.94,56.63,6.76,13,SAT,AUG
1,MEN,90.63,16,N,73,22.12,60.33,13.35,12,MON,AUG,S,93.00,25.41,66.91,17,14,SUN,AUG
1,MEN,105.48,17,S,82,17.01,62.12,10.57,12,WED,AUG,N,87.00,19.85,56.49,11.21,15,WED,AUG
2,LA,20.574,16,W,7348,8.73,70.82,6.18,8,TUE,SEP,E,7042.00,9.49,62.41,5.92,16,TUE,APR
2,LA,21.9,15,W,7587,9.1,69.94,6.36,7,WED,APR,E,7451.00,9.65,64.73,6.25,17,THU,APR
3,TRI,0,15,S,40,11.29,57.97,6.55,11,THU,NOV,N,39.00,10.31,61.91,6.38,13,FRI,NOV
3,TRI,7.2,15,N,153,12.46,52.22,6.51,11,FRI,MAY,S,148.00,12,52.48,6.3,14,FRI,MAY
3,TRI,30.889,15,N,97,9.07,69.78,6.33,8,TUE,MAY,S,85.00,8.87,62.5,5.54,17,FRI,MAY
3,TRI,30.86,15,S,252,12.67,57.27,7.26,12,WED,NOV,S,227.00,11.38,57.47,6.54,15,THU,NOV
3,TRI,37.9,15,N,60,10.01,57.69,5.77,12,FRI,MAY,N,84.00,12.22,66.14,8.08,16,FRI,SEP
3,TRI,59.64,15,S,33,9.37,67.35,6.31,9,THU,NOV,S,47.00,12.05,74.6,8.99,16,SAT,MAY
3,SIS,8.8,17,N,32,12.83,66.67,8.56,9,SAT,AUG,S,33.00,13.9,63.46,8.82,14,THU,AUG
3,SIS,32.2,17,N,264,9.83,64.39,6.33,7,MON,MAY,S,248.00,9.4,63.27,5.95,17,TUE,FEB
3,SIS,44.67,17,N,192,8.66,72.18,6.25,7,TUE,NOV,S,212.00,10.45,66.04,6.9,17,TUE,AUG
3,SIS,47.264,17,S,866,10.9,51.36,5.6,12,FRI,FEB,N,815.00,10.43,50.53,5.27,15,FRI,NOV
3,SIS,49.207,17,N,482,10.21,50.31,5.14,12,WED,MAY,N,566.00,9.77,61.72,6.03,17,WED,MAY
3,SIS,47.38,17,S,233,8.51,80.07,6.81,7,WED,NOV,N,212.00,10,61.99,6.2,16,THU,NOV
4,CC,0,15,E,1479,8.45,74.47,6.3,7,WED,JUN,E,1802.00,10.5,73.02,7.67,17,WED,SEP
4,CC,8.549,15,E,2231,8.11,56.97,4.62,7,THU,DEC,E,2267.00,9.08,51.72,4.7,16,TUE,SEP
4,CC,11.4,17,W,3456,6.6,51.81,3.42,7,THU,NOV,E,3334.00,6.1,54.03,3.3,14,FRI,JUL
4,CC,12.667,15,W,3859,8.46,53.73,4.54,7,TUE,DEC,E,3666.00,7.31,59.04,4.32,15,THU,DEC
4,CC,20.102,15,W,6375,5.24,84.4,4.43,5,TUE,JUN,E,6028.00,6.77,61.85,4.18,17,TUE,MAR
4,CC,41.96,15,E,772,8.25,65.37,5.39,11,WED,JUN,E,502.00,6.36,55.17,3.51,13,WED,JUN
4,SJ,6.037,17,W,641,8.49,66.43,5.64,6,TUE,AUG,E,906.00,10.59,75.25,7.97,15,FRI,JUN
4,SJ,6.037,17,W,681,8.51,68.03,5.79,6,TUE,AUG,E,902.00,10.59,72.39,7.66,15,FRI,JUN
4,SJ,14.045,16,W,832,7.53,75.29,5.67,6,MON,APR,E,1340.00,12.21,74.82,9.14,17,FRI,OCT
4,SJ,15.912,15,W,907,7.09,69.4,4.92,6,TUE,OCT,E,1398.00,10.43,72.7,7.59,16,FRI,JUL
4,SJ,16.059,16,E,3306,8.01,52.59,4.21,7,WED,SEP,E,3182.00,7.75,52.3,4.05,14,FRI,APR
4,SJ,24.87,16,E,425,9.88,75.49,7.46,11,SAT,FEB,W,481.00,11.69,72.22,8.44,13,MON,FEB
4,SJ,24.87,16,W,375,10.56,60.98,6.44,11,SUN,JUL,W,438.00,10.75,69.97,7.52,16,SUN,AUG
5,SD,0.878,17,S,1680,5.84,64.87,3.79,12,SAT,MAY,S,2686.00,8.42,71.9,6.05,15,FRI,JUN
5,SD,11.129,17,N,8583,6.01,69.66,4.19,6,TUE,AUG,S,9186.00,7.58,59.14,4.48,14,WED,MAY
5,SD,12.647,17,N,8615,6.46,79.92,5.16,6,THU,MAY,S,7950.00,7.82,60.9,4.76,14,THU,JUN
5,SD,20.056,17,S,8018,7.24,53.21,3.85,8,THU,OCT,S,8017.00,7.46,51.6,3.85,15,SAT,JUL
5,SD,20.056,17,S,7442,7,54.84,3.84,8,THU,FEB,S,8602.00,7.58,58.56,4.44,15,WED,DEC
5,SD,22.262,17,N,8741,7.15,54.69,3.91,7,WED,JUN,S,9288.00,7.81,53.19,4.15,15,FRI,DEC
5,SD,25.947,17,N,9558,7.67,58.88,4.51,7,THU,JUL,S,11195.00,8.43,62.74,5.29,15,WED,MAY
5,SD,30.682,17,S,5908,7.55,56.23,4.25,8,MON,JUN,N,6059.00,8,54.44,4.35,15,THU,OCT
5,SD,30.682,17,S,8328,7.45,51.59,3.85,8,THU,MAY,N,8985.00,7.29,56.89,4.15,15,TUE,FEB
5,SD,36.266,17,S,9158,6.99,54.86,3.83,8,TUE,APR,N,8565.00,6.81,52.68,3.59,14,WED,NOV
5,SD,49.278,17,N,12034,7.75,73.48,5.69,5,WED,AUG,N,9922.00,7.05,66.59,4.69,19,FRI,SEP
5,SD,51.201,17,N,7603,6.98,51.76,3.61,10,SAT,JUN,N,7411.00,6.52,53.96,3.52,17,THU,JUN
5,SD,52.834,17,S,7454,6.97,53,3.69,10,SUN,AUG,S,6936.00,6.19,55.53,3.43,18,SUN,MAY
5,SD,53.932,17,N,6602,6.82,55.78,3.8,10,MON,SEP,S,6379.00,6.63,55.43,3.68,16,FRI,MAY
5,SD,54.39,17,N,6030,7.65,54.53,4.17,11,SUN,AUG,N,5496.00,7.37,51.59,3.8,13,SUN,JUN
5,ORA,0.483,16,S,5886,7.63,54.8,4.18,12,SAT,FEB,N,5619.00,6.68,59.8,3.99,21,SUN,OCT
5,ORA,24.999,17,S,10653,6.99,53.85,3.77,8,WED,JAN,S,10887.00,6.85,56.17,3.85,17,TUE,OCT
5,ORA,30.263,16,N,12681,6.72,55.61,3.74,7,TUE,MAY,S,11391.00,6.07,55.32,3.36,16,MON,MAY
5,ORA,30.263,16,N,11223,6.93,57.74,4,7,WED,OCT,S,9871.00,5.7,61.78,3.52,17,THU,APR
5,ORA,33.088,16,N,12558,5.81,58,3.37,7,THU,OCT,N,12093.00,6.05,53.64,3.25,16,MON,JAN
5,LA,0.7,15,S,5444,5.92,53.78,3.18,6,WED,NOV,S,5304.00,5.61,55.31,3.1,17,MON,OCT
5,LA,15.329,16,N,7932,5.57,57.01,3.18,4,WED,MAR,S,7937.00,5.84,54.46,3.18,15,SUN,MAR
5,LA,17.8,15,N,7789,6.12,53.1,3.25,7,TUE,OCT,N,7807.00,5.98,54.46,3.26,14,FRI,OCT
5,LA,33.981,16,S,7826,6.25,63.82,3.99,6,WED,MAR,N,7161.00,6.52,55.99,3.65,16,MON,FEB
5,LA,41,17,S,6920,5.67,69.34,3.93,5,WED,FEB,N,7654.00,6.4,67.93,4.34,16,THU,APR
5,LA,56.602,17,S,5581,8.14,55.48,4.51,8,SAT,SEP,S,5900.00,7.66,62.29,4.77,16,MON,FEB
5,KER,13.523,17,S,4620,9.56,54.83,5.24,10,SAT,MAY,S,5172.00,11.24,52.21,5.87,15,MON,SEP
5,KER,19.612,17,S,2318,12.03,51.72,6.22,10,WED,NOV,S,2483.00,11.58,57.56,6.66,15,SAT,JUL
5,KER,19.612,15,N,2030,10.13,59.15,5.99,10,SAT,SEP,S,2764.00,13.97,58.44,8.16,13,MON,SEP
5,KER,38.793,15,N,2154,10.63,56.3,5.99,11,MON,SEP,N,2947.00,15.17,53.98,8.19,15,MON,SEP
5,KER,47.546,17,N,2647,10.62,59.5,6.32,7,THU,NOV,N,2799.00,12.3,54.31,6.68,13,FRI,DEC
5,KER,47.546,15,N,2155,11.12,56.5,6.28,11,MON,SEP,N,2957.00,15.87,54.33,8.62,16,MON,SEP
5,KER,56.642,15,N,2221,10.23,56.06,5.73,11,MON,SEP,N,3024.00,14.6,53.47,7.81,16,MON,SEP
5,KIN,12.362,17,N,1354,7.19,58.95,4.24,12,FRI,JUN,N,2125.00,10.18,65.37,6.65,17,SUN,JUN
5,KIN,16.565,17,S,2146,9.09,60.79,5.52,9,FRI,JUN,N,2602.00,12.71,52.72,6.7,13,MON,SEP
5,FRE,29.955,17,S,2523,10.41,59.21,6.16,8,FRI,DEC,S,2767.00,13.1,51.6,6.76,16,WED,NOV
5,FRE,48.99,17,S,2633,11.56,54.73,6.33,11,FRI,DEC,N,2809.00,12.48,54.09,6.75,18,SUN,NOV
5,FRE,65.782,16,S,2563,8.87,70.37,6.24,7,SAT,JUL,S,2749.00,12.96,51.66,6.7,14,MON,SEP
5,MER,17.578,17,S,2032,8.23,69.88,5.75,7,SUN,NOV,N,2134.00,11.55,52.3,6.04,18,WED,NOV
5,STA,15.855,16,S,2365,9.08,54.78,4.97,11,WED,DEC,S,2471.00,9.82,52.91,5.2,13,WED,DEC
5,SJ,6.467,15,S,1237,8.73,57.67,5.03,11,FRI,DEC,S,1277.00,9.24,56.23,5.19,13,SUN,JUL
5,SJ,14.834,15,S,4249,6.48,54.59,3.54,12,SUN,DEC,N,5012.00,7.42,56.25,4.17,14,FRI,JUN
5,SAC,2.131,17,S,2546,7.7,57.64,4.44,12,SUN,JUN,S,2709.00,8.33,56.64,4.72,14,SUN,SEP
5,SAC,12.037,17,N,4380,6.62,67.72,4.48,6,WED,NOV,S,4894.00,8.56,58.51,5.01,16,THU,OCT
5,SAC,17.185,17,N,5723,7.53,66.21,4.99,7,TUE,MAY,S,5758.00,8.51,58.97,5.02,17,TUE,APR
5,SAC,22.565,17,N,8730,7.77,69.54,5.4,7,MON,MAR,S,8063.00,8.18,61.05,4.99,16,WED,JAN
5,SAC,23.177,17,N,8504,7.77,57.56,4.47,7,THU,MAY,N,7608.00,7.86,50.9,4,15,TUE,NOV
5,SAC,23.799,17,S,7652,7.62,51.87,3.95,7,WED,JUN,N,8091.00,7.76,53.85,4.18,16,MON,OCT
5,SAC,26.722,17,S,7324,7.44,57.96,4.31,7,WED,JUN,N,7791.00,7.54,60.83,4.59,16,THU,MAR
5,SAC,29.022,17,S,4966,6.86,56.95,3.91,7,FRI,AUG,N,5568.00,7.76,56.45,4.38,16,FRI,MAY
5,SAC,29.907,17,N,3145,6.97,52.59,3.66,12,SUN,SEP,S,3351.00,7.01,55.66,3.9,15,THU,MAR
5,SAC,34.652,15,N,2277,6.98,58.79,4.1,7,MON,MAY,S,2972.00,8.9,60.15,5.35,16,FRI,JUL
5,YOL,0,15,N,2277,6.98,58.79,4.1,7,MON,MAY,S,2972.00,8.9,60.15,5.35,16,FRI,JUL
5,YOL,5.53,15,N,2318,7.25,57.19,4.14,7,WED,JUL,S,2994.00,9.25,57.89,5.35,17,FRI,JUN
5,YOL,6.5,17,S,1242,7.81,55.65,4.35,12,THU,DEC,S,1407.00,9.12,54.01,4.92,15,WED,DEC
5,YOL,7.086,17,N,1558,7.12,55.5,3.95,10,THU,JUN,N,1791.00,8.7,52.25,4.55,16,FRI,JUL
5,YOL,22.61,17,N,1946,8.48,63.31,5.37,9,FRI,AUG,N,2173.00,9.57,62.6,5.99,17,FRI,JUN
5,YOL,22.61,17,N,1171,8.73,53.54,4.67,11,MON,DEC,S,1276.00,8.45,60.22,5.09,16,SAT,NOV
5,COL,17.975,17,N,1852,10.12,59.97,6.07,11,FRI,JUN,N,2061.00,10.95,61.65,6.75,13,FRI,AUG
5,GLE,9.872,17,S,1363,10.18,52.14,5.31,11,SAT,AUG,S,1748.00,11.23,60.61,6.81,16,SUN,AUG
5,GLE,10.877,17,N,1684,10.11,57.2,5.78,11,FRI,JUN,N,1945.00,10.49,63.69,6.68,17,FRI,AUG
5,GLE,24.817,17,S,1391,9.26,53.87,4.99,11,SUN,AUG,S,1717.00,10.65,57.87,6.16,15,SUN,AUG
5,GLE,27.812,17,N,1507,9.35,58.78,5.49,10,FRI,JUN,S,1679.00,10.5,58.3,6.12,13,SUN,JUL
5,TEH,9.972,17,S,1792,10.47,54.6,5.72,12,WED,NOV,S,2002.00,10.37,61.58,6.38,14,MON,MAY
5,TEH,26.525,17,S,1967,7.73,66.81,5.17,8,TUE,AUG,N,2259.00,9.08,65.33,5.93,16,SAT,AUG
5,SHA,3.83,16,N,2335,7.43,62.47,4.64,8,WED,MAR,S,2325.00,8.5,54.37,4.62,17,FRI,MAR
5,SHA,7.8,17,N,2704,7.67,64.54,4.95,7,WED,MAR,S,2766.00,9.18,55.1,5.06,15,FRI,AUG
5,SHA,13.952,17,N,2941,7.73,63.1,4.88,7,THU,MAR,N,2981.00,9.16,54,4.94,14,FRI,JUN
5,SHA,14.459,17,N,3082,8.45,53.52,4.52,12,THU,JUL,S,3290.00,9.03,53.48,4.83,15,THU,AUG
5,SHA,15.448,17,N,2737,8.29,55.72,4.62,10,FRI,AUG,N,2927.00,9.22,53.62,4.94,15,FRI,JUN
5,SHA,19.402,17,N,2239,8.77,54.82,4.81,12,SAT,JUL,S,2537.00,10.17,53.59,5.45,14,SUN,NOV
5,SHA,24.08,17,N,1586,10.99,63.57,6.98,12,THU,AUG,N,1620.00,11.85,60.2,7.13,15,SAT,JUL
5,SHA,26.035,17,N,2031,13.27,66.85,8.87,11,SUN,AUG,N,2029.00,10.82,81.95,8.86,14,WED,JAN
5,SHA,57.41,17,N,1371,13.15,53.39,7.02,10,SUN,NOV,N,1687.00,13.21,65.39,8.64,13,FRI,AUG
5,SIS,11.17,17,S,1441,4.81,71.51,3.44,8,TUE,AUG,N,1783.00,6.72,63.38,4.26,13,FRI,AUG
5,SIS,22.999,17,N,1040,10.44,60.57,6.32,9,SAT,JUL,N,1247.00,12.05,62.95,7.58,15,FRI,AUG
5,SIS,52.777,17,N,1028,11.07,58.54,6.48,12,SUN,JUL,N,1232.00,11.8,65.85,7.77,14,SUN,APR
5,SIS,62.921,17,S,1026,10.91,58.23,6.35,11,SAT,NOV,S,1256.00,11.79,65.97,7.78,16,TUE,AUG
5,SIS,68.328,17,N,1038,12.27,52.74,6.47,12,MON,DEC,N,1257.00,11.6,67.54,7.84,16,THU,AUG
6,INY,0,17,S,240,8.97,69.57,6.24,7,WED,OCT,N,223.00,9,64.45,5.8,17,WED,MAR
6,INY,3.952,17,S,163,8.7,79.13,6.88,6,WED,APR,S,130.00,8.15,67.36,5.49,15,SAT,NOV
6,MNO,32.29,17,S,68,10.42,60.18,6.27,12,WED,SEP,S,75.00,12.27,56.39,6.92,14,FRI,AUG
7,IMP,1.188,17,N,453,8.43,64.26,5.41,12,MON,DEC,S,818.00,14.89,65.65,9.78,16,SAT,FEB
7,IMP,1.188,17,N,283,6.76,62.75,4.24,12,MON,MAR,S,479.00,10.46,68.63,7.18,15,FRI,FEB
7,IMP,6.718,17,N,293,6.98,62.47,4.36,12,MON,NOV,S,433.00,9.81,65.71,6.44,15,FRI,MAR
8,SD,1.213,17,W,4298,7.46,55.93,4.17,11,SAT,OCT,W,4139.00,6.59,60.97,4.02,16,FRI,NOV
8,SD,1.213,17,E,2243,7.99,58.31,4.66,7,TUE,NOV,W,2021.00,6.68,62.8,4.2,17,MON,APR
8,SD,0.946,17,W,8282,7.05,58.53,4.13,7,TUE,FEB,E,8046.00,7.16,56.01,4.01,15,MON,APR
8,SD,5.638,17,W,10825,6.4,68.22,4.36,7,THU,AUG,E,10499.00,7.66,55.28,4.23,14,FRI,OCT
8,SD,8.336,17,W,10646,6.1,76.62,4.67,6,WED,APR,E,10913.00,8,59.82,4.79,15,THU,OCT
8,SD,11.764,17,W,7642,5.57,72.94,4.06,6,WED,JUN,E,8624.00,8.17,56.08,4.58,15,FRI,SEP
8,SD,12.649,17,W,9591,5.54,72.37,4.01,6,MON,NOV,E,11577.00,8.43,57.39,4.84,16,WED,JUN
8,SD,14.594,17,W,7281,6.91,59.51,4.11,7,THU,AUG,E,7411.00,7.98,52.46,4.18,15,THU,JUN
8,SD,18.727,17,W,7730,11.83,67.15,7.94,7,FRI,JUL,E,8228.00,14.63,57.81,8.46,17,WED,JUL
8,SD,20.041,17,W,3726,6.42,68.43,4.4,7,TUE,MAY,E,3772.00,7.55,58.91,4.45,16,TUE,DEC
8,SD,51.98,17,W,1191,13.18,53.46,7.04,12,MON,DEC,E,1378.00,14.61,55.79,8.15,14,MON,SEP
8,SD,65.904,17,W,1106,10.72,64.23,6.88,12,SAT,MAY,W,1172.00,13.66,53.39,7.29,14,FRI,MAY
8,IMP,10.291,17,W,1030,12.97,58.13,7.54,12,SAT,NOV,W,1176.00,12.14,70.89,8.61,18,SUN,NOV
8,IMP,10.291,17,W,1094,12.26,58.69,7.2,10,SAT,JUL,W,1266.00,12.4,67.16,8.33,17,SUN,NOV
8,IMP,23.48,17,W,1021,12.53,56.41,7.07,12,SAT,JUL,W,1152.00,11.38,70.03,7.97,18,SUN,NOV
9,SCL,0,16,N,288,13.85,64.29,8.91,12,SAT,JUN,S,337.00,13.27,78.56,10.42,17,SUN,JUN
9,SCL,7.09,16,N,533,11.65,67.21,7.83,11,SAT,DEC,N,685.00,15.41,65.3,10.06,14,SUN,SEP
9,SCL,11.448,16,N,1633,7.88,64.32,5.06,8,WED,DEC,S,1748.00,8.34,64.98,5.42,17,TUE,DEC
10,LA,18.41,15,W,1558,13.19,96.35,12.7,7,MON,DEC,E,1308.00,12.93,82.47,10.67,17,WED,JUL
10,LA,19.714,17,W,1598,12.09,96.21,11.63,7,WED,MAY,E,1312.00,12.02,79.42,9.55,17,THU,SEP
10,LA,24.309,15,W,3325,11.87,92.52,10.98,7,WED,OCT,E,2694.00,10.73,82.94,8.9,16,WED,SEP
10,LA,19.668,17,E,8064,6.33,58.28,3.69,12,FRI,MAY,E,9022.00,6.62,62.43,4.13,16,FRI,MAR
10,LA,24.315,15,E,7000,6.25,51.32,3.21,11,SAT,FEB,E,6963.00,6.09,52.39,3.19,17,THU,MAY
10,LA,30.3,17,W,8875,6.51,61.47,4,8,TUE,JAN,W,8569.00,7.07,54.65,3.86,14,SAT,MAY
10,LA,34.282,15,W,6826,5.37,72.81,3.91,5,FRI,OCT,E,6533.00,5.73,65.27,3.74,14,SUN,MAY
10,LA,47.11,16,E,9730,6.31,55.47,3.5,11,SAT,APR,E,9876.00,6.26,56.78,3.55,13,THU,APR
10,SBD,9.176,17,W,8821,6.7,51.34,3.44,7,THU,AUG,E,8580.00,6.39,52.34,3.34,14,SAT,FEB
10,SBD,31.405,17,W,7791,6.71,67.54,4.53,7,TUE,AUG,E,7116.00,6.82,60.72,4.14,16,THU,JUL
10,RIV,3.048,17,W,4345,6.16,66.14,4.08,6,MON,APR,W,4337.00,7.12,57.1,4.07,13,MON,SEP
10,RIV,8.205,17,E,6066,7.54,61.56,4.64,11,SAT,MAR,W,5738.00,8.32,52.77,4.39,13,SUN,JUN
10,RIV,19.4,17,W,5738,9.06,58.47,5.3,11,SUN,JUN,E,5183.00,8.52,56.22,4.79,14,FRI,APR
10,RIV,149.15,17,W,1742,9.73,63.76,6.2,10,SUN,MAR,W,1757.00,10.7,58.49,6.26,13,SUN,JAN
10,RIV,156.492,17,E,2686,9.4,91.33,8.58,4,MON,DEC,E,1874.00,10.1,59.3,5.99,15,FRI,DEC
12,NAP,2.3,17,W,2411,7.8,73.96,5.77,6,WED,AUG,E,1947.00,7.42,62.83,4.66,15,THU,APR
12,SOL,19.169,17,W,759,7.85,73.55,5.78,7,THU,JUL,E,850.00,8.53,75.83,6.47,16,THU,OCT
12,CAL,13.872,15,E,489,11.91,68.49,8.16,8,MON,JAN,W,431.00,11.62,61.84,7.19,15,TUE,JAN
13,ALA,4.262,15,N,2998,10.02,55.03,5.52,8,TUE,SEP,N,2653.00,8.78,55.61,4.88,17,TUE,SEP
13,ALA,13.906,15,S,1871,8.51,64.43,5.48,8,THU,SEP,S,1668.00,9.49,51.55,4.89,15,SAT,JUN
14,LA,26,16,S,8746,6.43,75.27,4.84,6,FRI,MAR,N,8241.00,6.81,67,4.56,16,TUE,MAR
14,LA,54.2,17,S,5067,4.94,91.23,4.51,4,TUE,JAN,N,5061.00,6.74,66.88,4.51,18,FRI,MAR
14,LA,73,15,N,1634,6.79,67.11,4.56,6,THU,OCT,S,1934.00,9.6,56.19,5.39,17,THU,DEC
14,KER,0,17,N,1506,6.22,68.83,4.28,5,FRI,AUG,S,1967.00,9.49,58.93,5.59,16,MON,SEP
14,KER,3.018,17,N,871,6,69.62,4.17,6,MON,JUN,S,1102.00,8.57,61.6,5.28,16,MON,SEP
14,KER,12.147,17,S,848,6.33,66.46,4.21,6,THU,SEP,N,1128.00,8.65,64.72,5.6,16,WED,DEC
14,KER,16.866,17,S,958,7.73,65.44,5.06,10,FRI,NOV,N,1109.00,8.56,68.46,5.86,14,MON,MAY
14,KER,16.07,17,S,523,7.6,64.17,4.88,12,SUN,SEP,S,752.00,10.04,69.82,7.01,15,MON,MAR
14,KER,57.767,17,N,470,14.05,53.41,7.5,12,MON,DEC,N,633.00,18.38,55,10.11,14,MON,DEC
14,KER,57.767,17,S,512,12.12,64.98,7.88,9,MON,SEP,S,634.00,13.08,74.59,9.75,14,SUN,MAR
14,KER,64.559,17,S,535,21.72,61.64,13.39,11,MON,JAN,N,605.00,17.64,85.82,15.14,15,SUN,MAR
15,SD,11.89,17,S,1282,8.88,71.1,6.32,8,MON,OCT,S,1372.00,11.1,60.9,6.76,16,FRI,DEC
15,SD,15,17,S,3113,8.83,79.62,7.03,8,WED,OCT,N,3459.00,11.76,66.4,7.81,16,TUE,DEC
15,SD,20.577,17,S,3326,9.9,86.41,8.55,7,WED,NOV,N,2981.00,10.63,72.11,7.67,16,WED,OCT
15,SD,23.688,17,S,3428,9.74,86.44,8.42,7,MON,DEC,N,3546.00,11.04,78.85,8.7,16,TUE,OCT
15,SD,27.261,17,S,3505,10.34,90.5,9.35,7,WED,JUN,N,3318.00,11.35,78.02,8.85,15,WED,OCT
