ROUTE,COUNTY,POST_MILE,YEAR,AM_DIR,AM_PEAK_VOL_PEAK_DIR,AM_K_FACTOR_AMT,AM_D_FACTOR_AMT,AM_KD_FACTOR,AM_HOUR,AM_DAY,AM_MONTH,PM_DIR,PM_WAY_PHV,PM_K_FACTOR_AMT,PM_D_FACTOR_AMT,PM_KD_FACTOR,PM_HOUR,PM_DAY,PM_MONTH
280,SF,0,17,N,6420,7.49,60.81,4.55,7,THU,OCT,S,6544.00,8.68,53.51,4.64,15,FRI,OCT
281,LAK,15.3,15,E,496,11.84,80.78,9.56,7,THU,JAN,W,420.00,11.22,72.17,8.1,17,WED,JAN
282,SD,0,17,W,2282,8.05,84.86,6.83,6,WED,NOV,E,1873.00,8.37,67.01,5.61,14,WED,APR
284,PLU,0,16,S,99,26.84,60.37,16.2,12,MON,MAY,S,72.00,20.3,58.07,11.78,15,SUN,MAY
299,HUM,0,17,W,678,9.1,59.32,5.4,8,TUE,JAN,W,717.00,10.68,53.43,5.71,16,THU,AUG
299,HUM,7.6,15,W,238,11.36,53.13,6.03,12,FRI,AUG,E,272.00,13.13,52.51,6.9,16,FRI,AUG
299,TRI,52.07,15,E,611,11.09,50.62,5.62,12,FRI,MAY,E,599.00,10.47,52.59,5.51,15,FRI,NOV
299,TRI,58.11,17,W,281,9.11,65.2,5.94,10,TUE,JUL,E,307.00,12.43,52.21,6.49,16,FRI,JUN
299,TRI,72.246,15,E,179,7.54,60.27,4.54,12,SUN,MAY,W,250.00,10.61,59.81,6.35,16,THU,FEB
299,SHA,0,15,E,179,7.54,60.27,4.54,12,SUN,MAY,W,250.00,10.61,59.81,6.35,16,THU,FEB
299,SHA,21.648,17,W,612,10.31,56.88,5.86,12,SAT,JUL,E,658.00,10.91,57.77,6.3,15,SAT,JUN
299,SHA,23.81,17,W,1054,9.93,52.2,5.18,7,THU,NOV,E,1076.00,10.41,50.83,5.29,14,FRI,MAR
299,SHA,24.02,15,W,966,9.1,53.05,4.83,7,WED,NOV,W,1020.00,9.61,53.04,5.1,14,MON,AUG
299,SHA,24.088,15,W,1118,8.69,51.59,4.48,12,MON,AUG,E,1273.00,9.63,52.98,5.1,17,THU,FEB
299,SHA,24.822,17,W,1126,9.22,58.4,5.38,12,THU,NOV,W,1170.00,9.27,60.34,5.59,14,MON,AUG
299,SHA,27.239,17,W,574,9.33,63.71,5.95,7,TUE,OCT,E,539.00,8.71,64.09,5.58,17,FRI,JUN
299,SHA,31.687,17,W,250,9.42,54.95,5.18,7,WED,AUG,E,285.00,9.77,60.38,5.9,17,FRI,SEP
299,SHA,73.13,17,E,149,9.23,53.99,4.98,12,WED,AUG,E,169.00,9.77,57.88,5.65,15,TUE,NOV
299,SHA,75.63,17,E,429,9.85,52.19,5.14,12,FRI,MAY,E,457.00,10.82,50.61,5.47,15,WED,AUG
299,SHA,80.085,17,W,177,10.17,54.46,5.54,11,MON,JUL,E,204.00,12.14,52.58,6.38,15,THU,MAY
299,SHA,80.085,17,W,238,9.88,53.6,5.3,11,SAT,AUG,W,264.00,11.02,53.33,5.88,15,WED,AUG
299,SHA,91.56,17,W,175,9.47,56.27,5.33,11,FRI,AUG,W,191.00,11.32,51.34,5.81,13,WED,AUG
299,SHA,95.24,17,W,204,10.1,52.04,5.26,12,FRI,MAY,E,226.00,9.59,60.75,5.82,17,MON,MAY
299,LAS,3.9,17,W,86,9.74,63.24,6.16,9,TUE,AUG,W,89.00,10.09,63.12,6.37,14,MON,AUG
299,MOD,0.332,17,W,56,9.03,65.12,5.88,10,THU,MAY,E,61.00,10.19,62.89,6.41,17,FRI,MAY
299,MOD,40.64,17,W,61,10.37,69.32,7.18,11,THU,SEP,W,61.00,10.48,68.54,7.18,15,TUE,SEP
395,SBD,11.18,15,N,796,6.13,59.9,3.67,7,FRI,SEP,N,1001.00,8.37,55.18,4.62,15,THU,JUN
395,SBD,45.948,15,N,291,10.56,63.4,6.7,10,SAT,DEC,S,368.00,10.96,77.31,8.47,16,MON,SEP
395,KER,1.152,17,S,357,12.33,62.85,7.75,12,SUN,JUL,S,357.00,11.83,65.51,7.75,14,SUN,JUL
395,KER,23.48,17,S,287,12.92,59.18,7.65,11,SUN,JUN,S,318.00,12.76,66.39,8.47,14,SUN,JUN
395,INY,3.022,17,S,668,15.65,64.73,10.13,11,SUN,AUG,S,864.00,17.44,75.13,13.1,14,SUN,AUG
395,INY,29.432,17,S,700,14.88,66.1,9.84,12,SUN,AUG,S,871.00,15.43,79.33,12.24,15,SUN,NOV
395,INY,34.674,17,S,654,12.24,77.03,9.42,9,MON,SEP,S,816.00,14.74,79.77,11.76,16,SUN,JAN
395,INY,55.827,17,S,666,13.34,69.89,9.32,12,SUN,SEP,S,816.00,15.2,75.14,11.42,15,SUN,FEB
395,INY,55.827,17,S,718,14.4,62.33,8.97,12,SUN,MAR,S,765.00,14.6,65.5,9.56,13,SUN,AUG
395,INY,58.814,17,S,770,13.69,76.62,10.49,12,SUN,MAR,S,730.00,14.61,68.03,9.94,14,SUN,AUG
395,INY,73.5,17,S,816,15.95,66.78,10.65,12,SUN,AUG,S,766.00,13.83,72.33,10,14,SUN,JAN
395,INY,96.4,17,S,712,12.15,80.63,9.8,12,SUN,JAN,N,789.00,17.76,61.16,10.86,16,MON,DEC
395,INY,96.5,17,S,801,13.62,81.49,11.1,11,SUN,FEB,S,726.00,16.28,61.79,10.06,14,SUN,MAR
395,INY,112.66,17,S,862,13.57,70.43,9.55,10,SUN,AUG,S,754.00,12.34,67.75,8.36,15,SUN,MAR
395,INY,115.195,17,S,875,10.38,72.55,7.53,11,MON,FEB,S,812.00,11.17,62.61,6.99,14,MON,FEB
395,INY,115.403,17,N,1011,11.34,64.35,7.3,12,SAT,JUL,N,854.00,10.09,61.09,6.16,14,FRI,SEP
395,INY,115.403,17,N,962,9.74,61.99,6.04,12,FRI,MAY,N,971.00,10.21,59.72,6.1,15,MON,DEC
395,INY,116.25,17,S,988,10.27,56.91,5.84,11,SUN,AUG,N,1027.00,9.53,63.71,6.07,14,SAT,MAY
395,INY,117.3,17,S,946,11.24,59.84,6.73,11,MON,DEC,N,839.00,9.9,60.23,5.96,15,TUE,DEC
395,INY,120.95,17,S,760,15.2,65.12,9.9,9,SUN,JUL,N,645.00,13.18,63.74,8.4,16,FRI,SEP
395,MNO,13.931,17,S,813,12.51,84.69,10.59,11,SUN,JAN,S,653.00,11.92,71.37,8.51,13,SUN,JAN
395,MNO,25.75,17,S,866,11.88,75.7,8.99,9,MON,JAN,S,758.00,12.67,62.13,7.87,14,SUN,APR
395,MNO,40.336,17,N,492,20.19,55.53,11.21,10,SUN,AUG,S,405.00,15.09,61.18,9.23,13,WED,AUG
395,MNO,50.744,17,N,531,16.25,69.59,11.31,10,SUN,OCT,S,446.00,18.93,50.17,9.5,13,SAT,JUL
395,MNO,58.24,17,S,340,16.76,57.43,9.62,12,WED,JUL,S,327.00,16.47,56.19,9.26,13,FRI,AUG
395,MNO,76.3,17,N,377,18.58,52.51,9.76,11,SUN,AUG,N,324.00,16.3,51.43,8.38,13,SUN,AUG
395,MNO,76.3,17,S,384,18.5,54.47,10.08,11,SUN,JUL,S,323.00,16.53,51.27,8.48,14,FRI,AUG
395,MNO,80.61,17,N,322,18.42,53.05,9.77,12,SUN,AUG,N,316.00,18.11,52.93,9.59,14,SUN,AUG
395,MNO,93.7,17,S,294,12.02,70.5,8.48,11,SAT,NOV,S,299.00,15.98,53.97,8.62,15,MON,SEP
395,MNO,116.965,17,S,351,15.86,55.02,8.73,10,SUN,JUL,N,328.00,13.53,60.29,8.16,14,SUN,JUL
395,MNO,120.49,17,S,325,14.67,56.62,8.3,11,SAT,JUL,N,302.00,14.33,53.83,7.72,14,FRI,JUN
395,LAS,4.615,16,N,343,6.58,88.4,5.82,5,THU,SEP,S,434.00,12.38,59.45,7.36,16,MON,MAY
395,LAS,29.84,16,N,324,12.66,52.68,6.67,12,SUN,AUG,S,401.00,13.83,59.67,8.25,13,MON,MAY
395,LAS,61.094,16,S,195,9.93,52.99,5.26,8,THU,MAY,S,237.00,11.04,57.95,6.4,14,FRI,MAY
395,LAS,61.094,16,N,441,7.39,73.5,5.43,7,FRI,MAY,S,481.00,11.6,51.06,5.92,14,FRI,MAY
395,LAS,70.12,16,N,92,9.3,66.19,6.15,11,MON,SEP,S,104.00,11.44,60.82,6.96,15,THU,SEP
395,MOD,3.216,17,S,135,17.36,77.14,13.39,11,TUE,AUG,S,224.00,25.99,85.5,22.22,16,MON,AUG
395,MOD,22.07,17,S,380,11.26,57.49,6.47,11,TUE,AUG,S,436.00,10.57,70.21,7.42,18,MON,AUG
395,MOD,28.285,17,S,184,17.95,87.62,15.73,10,TUE,AUG,S,465.00,42.91,92.63,39.74,16,MON,AUG
405,ORA,0.949,16,N,8073,6.45,70.24,4.53,6,THU,JUL,S,7699.00,8.3,52.01,4.32,16,MON,MAY
405,ORA,6.178,16,N,11839,8.18,51.16,4.18,7,THU,MAY,S,11641.00,7.53,54.67,4.11,15,WED,JUN
405,ORA,15.9,16,N,9723,5.68,61.64,3.5,7,THU,FEB,N,10019.00,6.88,52.42,3.61,16,TUE,JAN
405,ORA,19.156,17,S,9156,6.91,51.72,3.57,11,SAT,SEP,S,9208.00,6,59.82,3.59,18,WED,FEB
405,ORA,21.2,16,N,12887,6.45,51.44,3.32,6,WED,AUG,S,13649.00,7.01,50.12,3.51,15,FRI,JAN
405,LA,0.4,15,N,9007,6.57,52.64,3.46,6,TUE,JUL,S,9919.00,6.85,55.56,3.81,15,THU,OCT
405,LA,6.81,17,N,11025,6.2,60.46,3.75,7,TUE,MAY,N,10162.00,6.33,54.61,3.46,16,FRI,MAY
405,LA,14.92,16,N,8571,6.23,53.59,3.34,11,SAT,NOV,N,8769.00,6.64,51.4,3.41,13,SAT,OCT
405,LA,25.274,16,N,9802,5.33,59.57,3.17,6,THU,MAR,N,9544.00,5.85,52.8,3.09,16,SAT,APR
405,LA,40.6,17,S,9027,6.91,58.25,4.03,12,SAT,OCT,N,8440.00,6.33,59.45,3.77,15,MON,JAN
405,LA,47.6,16,S,6135,6.62,63.65,4.22,6,MON,AUG,N,5154.00,6.35,55.82,3.54,15,TUE,MAR
505,SOL,3.058,17,S,1817,8.3,60.83,5.05,10,SUN,JUN,S,2160.00,9.41,63.75,6,14,SUN,SEP
505,YOL,0.396,17,S,1432,9.54,61.28,5.85,12,SAT,SEP,N,1751.00,11.22,63.74,7.15,15,FRI,JUL
505,YOL,10.623,17,N,920,10.62,70.66,7.5,11,THU,AUG,N,1041.00,13.08,64.9,8.49,15,FRI,JUN
505,YOL,10.623,17,N,1083,7.46,77.08,5.75,7,SAT,JUL,N,1270.00,10.49,64.27,6.74,13,FRI,AUG
505,YOL,22.356,17,S,812,14.21,51.04,7.25,11,SUN,NOV,N,969.00,12.73,68,8.66,17,FRI,AUG
580,SJ,8.149,16,W,2519,8.06,86.45,6.97,6,WED,MAY,E,2282.00,9.1,69.36,6.31,17,FRI,SEP
580,ALA,10.689,17,E,8430,6.06,62.18,3.77,7,THU,AUG,W,10713.00,7.22,66.33,4.79,14,WED,AUG
580,ALA,30.354,17,E,7364,6.94,52.19,3.62,7,MON,MAY,E,7477.00,6.88,53.43,3.67,16,MON,FEB
605,ORA,1.1,16,N,7464,6.4,58.28,3.73,8,TUE,JUN,N,8444.00,7.27,58.03,4.22,16,TUE,OCT
605,LA,2.31,16,N,7651,7.42,50.43,3.74,7,WED,APR,N,8860.00,7.52,57.66,4.34,17,MON,OCT
605,LA,8.9,15,S,9482,5.88,54.85,3.22,6,THU,APR,S,9636.00,5.8,56.48,3.28,17,WED,APR
605,LA,22.92,15,S,5933,6.63,54.69,3.62,7,WED,MAY,N,5701.00,6.85,50.83,3.48,14,SAT,OCT
680,ALA,1.961,15,S,6856,8.98,56.75,5.1,9,THU,AUG,S,5717.00,7.88,53.96,4.25,17,TUE,SEP
680,ALA,20.057,15,N,6867,7.28,55.93,4.07,9,WED,NOV,N,7978.00,7.91,59.85,4.73,18,TUE,NOV
680,CC,0.01,15,S,6653,7.57,51.37,3.89,8,TUE,AUG,S,7380.00,7.48,57.68,4.31,16,FRI,MAY
680,CC,0.02,17,S,6272,6.37,53.58,3.41,7,THU,AUG,S,6632.00,6.41,56.35,3.61,16,THU,DEC
680,CC,6.764,15,S,6575,7.89,55.32,4.37,7,THU,FEB,N,6055.00,7.6,52.88,4.02,14,FRI,MAY
680,CC,18.707,15,S,9880,5.64,70.94,4,6,TUE,MAY,N,10782.00,6.5,67.15,4.37,17,THU,MAY
710,LA,7.6,17,N,8515,10.82,55.66,6.02,6,TUE,OCT,N,8299.00,11.51,51.01,5.87,16,FRI,OCT
710,LA,10.31,15,S,7252,7.47,52.77,3.94,7,MON,APR,N,6714.00,7.1,51.39,3.65,16,MON,MAY
710,LA,27.11,16,S,2258,8.12,61.03,4.95,7,WED,FEB,N,1971.00,7.36,58.77,4.32,17,WED,MAR
780,SOL,6.656,15,E,2665,8.03,55.25,4.44,7,WED,MAR,W,2883.00,8.77,54.72,4.8,17,THU,FEB
805,SD,0.647,17,S,2947,6.79,65.5,4.45,10,SAT,DEC,S,3495.00,8.05,65.47,5.27,15,THU,DEC
805,SD,1.805,17,N,9517,8.33,67.46,5.62,12,SAT,JUL,N,10511.00,9.18,67.59,6.21,17,THU,JUL
805,SD,5.542,17,N,6908,5.99,63.95,3.83,6,MON,SEP,S,8092.00,7.93,56.53,4.48,15,THU,AUG
805,SD,8.854,17,N,9833,6.34,70.87,4.49,6,FRI,MAR,S,9770.00,7.8,57.29,4.47,15,FRI,OCT
805,SD,8.854,17,N,10576,6.52,68.11,4.44,6,TUE,APR,S,11609.00,7.53,64.81,4.88,16,FRI,SEP
805,SD,11.096,17,N,9576,5.77,73.35,4.23,6,WED,JAN,S,10077.00,7.21,61.85,4.46,15,THU,JAN
805,SD,16.431,17,N,7628,5.41,73.66,3.98,6,MON,JUN,S,9183.00,7.8,61.47,4.8,14,FRI,APR
805,SD,23.651,17,N,7754,5.75,70.64,4.06,6,WED,MAY,S,8756.00,7.94,57.8,4.59,14,FRI,JUN
805,SD,24.44,17,N,8892,6.98,65.45,4.57,6,WED,JUL,S,9221.00,7.75,61.15,4.74,14,FRI,MAY
805,SD,28.502,17,S,7327,7.27,61.61,4.48,8,WED,NOV,N,6906.00,6.94,60.89,4.22,16,WED,JUN
905,SD,3.207,17,W,2533,8.17,52.31,4.28,7,WED,APR,E,2872.00,8.87,54.66,4.85,15,THU,FEB
905,SD,5.164,17,E,4089,7.81,63.72,4.97,7,MON,DEC,W,4200.00,9.29,54.98,5.11,16,THU,DEC
905,SD,11.366,17,W,1531,5.72,75.09,4.29,7,THU,NOV,E,1748.00,7.57,64.79,4.9,16,TUE,JAN
