DI,RTE,CO,PRE,PM,CS,LEG,YR,AM_DIR,AM_WAY_PHV,AM_K_FACTOR_AMT,AM_D_FACTOR_AMT,AM_KD_FACTOR,AM_HOUR,AM_DAY,AM_MONTH,PM_DIR,PM_WAY_PHV,PM_K_FACTOR_AMT,PM_D_FACTOR_AMT,PM_KD_FACTOR,PM_HOUR,PM_DAY,PM_MONTH
08,071,SBD,R,6.520,881,B,16,S,3023,7.690,52.150,4.010,11,THU,OCT,S,"3,563",8.380,56.380,4.720,16,WED,MAR
08,071,SBD,R,7.983,938,B,17,N,4706,5.870,94.140,5.530,3,SAT,MAR,N,"3,613",7.870,53.900,4.240,17,FRI,JUL
12,072,ORA,,11.601,936,B,16,S,1422,7.180,60.690,4.350,7,WED,DEC,N,"1,519",8.800,52.890,4.650,17,TUE,MAY
12,073,ORA,,11.760,916,B,17,N,3324,10.640,72.860,7.750,8,WED,OCT,S,"2,828",10.300,64.050,6.590,17,FRI,MAR
12,073,ORA,R,26.581,918,A,16,S,5488,7.770,56.040,4.360,7,THU,MAY,N,"6,457",9.060,56.560,5.120,16,THU,JAN
12,074,ORA,,9.380,74,B,17,W,6586,50.780,97.350,49.440,7,FRI,MAR,E,"1,238",11.310,82.210,9.290,16,FRI,JAN
08,074,RIV,,27.540,819,A,16,W,1054,7.390,59.110,4.370,7,WED,SEP,E,"1,015",7.800,53.960,4.210,16,THU,MAR
08,074,RIV,,29.800,949,A,16,W,1370,9.000,51.330,4.620,7,WED,JUN,W,"2,440",10.750,76.510,8.230,19,WED,MAR
08,074,RIV,,44.740,948,A,16,W,678,8.180,55.480,4.540,12,SUN,SEP,E,720,8.390,57.420,4.820,17,WED,MAR
11,075,SD,,10.990,823,A,17,N,2691,14.340,95.800,13.740,6,TUE,OCT,S,"1,767",10.700,84.340,9.020,16,THU,OCT
11,075,SD,,17.455,717,B,17,N,2485,11.390,94.090,10.720,6,WED,NOV,S,"1,938",10.600,78.850,8.360,16,TUE,OCT
11,075,SD,,19.586,825,B,17,S,1365,6.890,72.030,4.960,7,THU,DEC,S,"1,313",7.090,67.330,4.770,16,FRI,DEC
11,075,SD,R,22.261,826,B,17,S,4281,7.470,72.580,5.420,6,TUE,DEC,N,"4,753",8.900,67.720,6.020,15,THU,OCT
11,076,SD,R,0.000,700,A,17,W,2465,7.070,67.960,4.810,7,TUE,MAY,E,"2,305",6.790,66.240,4.490,16,THU,OCT
11,076,SD,R,6.721,827,B,17,E,1931,8.000,52.540,4.200,12,SAT,FEB,W,"2,511",10.420,52.440,5.460,17,WED,FEB
11,076,SD,R,6.721,828,A,17,W,2488,9.180,54.190,4.980,7,FRI,SEP,W,"1,879",7.110,52.840,3.760,15,FRI,AUG
11,076,SD,R,9.490,663,B,17,W,1863,7.390,63.110,4.670,7,WED,MAR,E,"2,061",8.140,63.440,5.160,16,THU,SEP
11,076,SD,,12.000,829,B,17,W,2365,7.520,68.710,5.170,7,TUE,SEP,E,"2,397",8.360,62.670,5.240,17,THU,AUG
11,076,SD,R,17.303,101,A,17,E,705,6.920,67.590,4.680,11,MON,DEC,E,"1,819",15.240,79.190,12.070,16,FRI,NOV
11,076,SD,,32.870,831,B,17,W,441,8.120,66.820,5.430,9,FRI,JUN,W,603,9.160,81.050,7.420,20,SUN,JUL
11,076,SD,,52.319,832,B,17,E,181,18.410,59.540,10.960,11,SUN,DEC,W,144,12.780,68.250,8.720,14,SUN,DEC
04,077,ALA,,0.098,29,A,15,S,939,6.380,68.640,4.380,7,THU,JUN,N,852,7.000,56.760,3.970,18,MON,JUN
11,078,SD,,0.024,200,A,17,E,4604,6.800,56.900,3.870,12,FRI,SEP,E,"5,766",7.570,64.020,4.850,17,WED,MAY
11,078,SD,,1.498,983,B,17,W,4764,6.810,55.800,3.800,7,WED,MAY,E,"5,093",7.470,54.340,4.060,16,THU,SEP
11,078,SD,,4.384,971,A,17,W,5084,6.930,54.500,3.770,7,TUE,AUG,W,"5,163",7.190,53.320,3.830,16,THU,JUN
11,078,SD,,10.606,677,X,16,E,4995,7.830,55.980,4.380,7,WED,MAY,E,"4,367",7.120,53.820,3.830,14,SAT,MAY
11,078,SD,,10.606,986,A,17,E,5689,7.530,53.680,4.040,7,TUE,SEP,W,"5,664",6.940,58.010,4.020,16,MON,MAY
11,078,SD,,10.606,985,B,17,E,5482,7.800,51.290,4.000,7,TUE,MAY,W,"5,577",7.170,56.750,4.070,16,WED,NOV
11,078,SD,,15.486,987,A,17,E,5993,6.760,52.570,3.560,12,FRI,DEC,E,"6,664",7.140,55.390,3.950,16,TUE,JUN
11,078,SD,N,17.680,877,B,17,W,2005,5.210,66.220,3.450,6,FRI,FEB,E,"2,645",7.470,60.970,4.550,16,TUE,SEP
11,078,SD,T,19.094,878,B,17,W,820,7.620,66.940,5.100,7,TUE,MAY,E,799,8.590,57.900,4.970,17,TUE,AUG
11,078,SD,R,22.560,837,A,17,E,766,10.670,72.200,7.700,10,SAT,OCT,W,951,11.640,82.200,9.560,17,SAT,OCT
11,078,SD,,35.519,839,A,17,W,1137,9.440,55.280,5.220,12,SAT,MAY,E,"1,172",8.080,66.550,5.380,17,THU,AUG
11,078,SD,,35.519,838,B,17,W,468,6.270,72.450,4.540,12,FRI,DEC,E,495,8.710,55.120,4.800,16,THU,APR
11,078,SD,,51.108,711,B,17,W,580,17.570,57.880,10.170,12,SUN,APR,W,679,22.920,51.950,11.910,14,SUN,JAN
11,078,SD,,58.133,712,B,17,E,405,13.050,57.860,7.550,12,SUN,JAN,W,420,13.350,58.660,7.830,15,SUN,MAR
11,078,SD,,70.010,973,A,17,E,220,23.960,69.620,16.680,12,SAT,MAR,W,260,29.950,65.820,19.710,15,SAT,MAR
11,078,IMP,,13.169,965,B,17,E,113,25.160,55.670,14.000,12,SUN,MAR,W,99,23.420,52.380,12.270,14,FRI,DEC
11,078,IMP,R,9.203,653,A,17,W,430,7.250,72.030,5.220,9,SUN,NOV,E,461,8.770,63.850,5.600,17,FRI,MAR
11,078,IMP,R,12.891,875,B,17,E,445,7.330,69.530,5.090,10,SAT,NOV,E,495,8.720,64.960,5.670,14,FRI,JAN
11,078,IMP,R,12.891,860,A,17,E,491,6.640,72.960,4.850,9,SAT,SEP,E,585,8.230,70.140,5.780,14,SAT,NOV
11,078,IMP,R,12.891,679,X,17,E,432,7.230,74.740,5.400,8,SAT,MAR,E,464,9.550,60.730,5.800,14,WED,NOV
11,078,IMP,,15.499,872,B,17,W,600,8.740,68.340,5.970,11,MON,JAN,E,599,10.600,56.240,5.960,16,TUE,NOV
11,078,IMP,,18.651,843,A,17,W,303,14.100,65.300,9.200,11,SAT,NOV,E,275,13.580,61.520,8.350,16,FRI,OCT
11,078,IMP,,21.023,719,A,17,W,216,14.630,79.120,11.580,8,MON,JAN,W,216,15.220,76.060,11.580,14,MON,JAN
11,078,IMP,,80.743,844,B,17,E,145,11.340,73.600,8.350,10,SUN,NOV,W,143,11.230,73.330,8.230,13,WED,JUN
08,078,RIV,,9.352,775,A,17,W,117,11.230,65.360,7.340,12,FRI,JUN,W,121,10.790,70.350,7.590,13,SUN,JUL
08,078,RIV,,16.169,841,B,17,W,148,11.130,52.670,5.860,11,THU,DEC,W,152,10.100,59.610,6.020,14,THU,FEB
11,079,SD,L,0.044,713,A,17,N,390,11.640,59.450,6.920,12,SUN,JAN,S,486,14.230,60.600,8.620,15,SAT,SEP
11,079,SD,,20.220,847,B,17,N,293,15.560,59.310,9.230,11,SAT,MAR,S,323,14.400,70.680,10.180,14,SUN,JAN
11,079,SD,,20.230,848,A,17,S,347,15.630,70.390,11.000,11,SUN,SEP,S,315,16.930,58.990,9.990,13,SUN,SEP
11,079,SD,,27.370,849,A,17,S,504,23.150,64.370,14.900,12,SUN,MAR,S,489,19.810,72.990,14.450,13,SUN,MAR
08,079,RIV,R,19.160,952,B,16,S,476,8.300,55.160,4.580,7,WED,SEP,S,611,9.980,58.860,5.880,14,FRI,MAR
04,080,ALA,,1.989,500,A,17,W,9749,4.470,83.050,3.710,5,WED,MAR,E,"8,926",6.080,55.910,3.400,14,THU,MAY
04,080,CC,,0.216,546,B,15,W,6945,5.240,75.280,3.940,6,FRI,MAY,E,"6,471",6.360,57.800,3.670,14,TUE,FEB
04,080,CC,,7.615,902,O,17,W,7071,3.980,82.060,3.270,5,TUE,APR,E,"6,685",5.100,60.570,3.090,13,THU,SEP
04,080,CC,,10.017,548,B,15,W,7158,6.960,61.880,4.300,7,THU,MAY,E,"7,562",7.490,60.690,4.550,17,WED,AUG
04,080,SOL,,1.144,308,B,15,E,4548,6.970,56.200,3.920,12,SAT,AUG,E,"4,598",6.830,58.010,3.960,17,FRI,MAY
04,080,SOL,,3.494,329,A,15,E,5618,7.010,51.670,3.620,10,SAT,MAY,E,"5,714",6.920,53.230,3.680,17,TUE,MAY
04,080,SOL,,8.103,333,A,15,W,4798,7.450,52.520,3.910,10,SAT,MAY,E,"5,000",7.260,56.200,4.080,16,MON,AUG
04,080,SOL,,20.925,331,B,15,W,7802,6.970,64.340,4.490,7,MON,MAY,W,"7,513",7.280,59.360,4.320,19,SUN,AUG
04,080,SOL,,23.958,335,A,15,W,7068,6.450,58.930,3.800,7,MON,MAY,E,"7,530",7.030,57.600,4.050,17,THU,FEB
04,080,SOL,R,27.172,359,A,15,W,6340,7.810,50.470,3.940,12,SAT,MAY,W,"6,605",7.510,54.660,4.110,15,SUN,MAY
04,080,SOL,R,27.238,332,B,15,E,6756,7.690,52.000,4.000,11,SAT,AUG,W,"6,823",7.580,53.310,4.040,16,SUN,MAY
03,080,YOL,R,9.905,970,A,17,W,4191,8.020,55.560,4.450,7,WED,MAY,E,"4,800",7.980,63.960,5.100,16,FRI,JUL
03,080,YOL,R,11.718,972,O,17,W,4605,7.640,62.900,4.800,7,THU,MAY,E,"5,189",9.050,59.800,5.410,16,WED,MAY
03,080,SAC,M,0.000,972,O,17,W,4605,7.640,62.900,4.800,7,THU,MAY,E,"5,189",9.050,59.800,5.410,16,WED,MAY
03,080,SAC,,12.476,444,B,16,W,9883,6.030,67.210,4.050,6,MON,NOV,E,"10,321",7.500,56.440,4.230,16,WED,JUL
03,080,PLA,,0.268,450,A,15,E,7498,7.420,55.120,4.090,7,WED,APR,E,"7,725",7.850,53.740,4.220,16,FRI,JUN
03,080,PLA,,3.661,452,B,15,W,6884,6.650,57.330,3.810,11,MON,MAY,E,"7,890",7.750,56.380,4.370,15,THU,JUL
03,080,PLA,,7.421,451,A,15,W,4613,7.990,59.750,4.770,11,MON,JUL,E,"4,676",8.400,57.590,4.840,16,FRI,JAN
03,080,PLA,,14.301,455,A,17,E,4465,8.110,61.740,5.010,9,SAT,JUL,E,"4,555",9.280,55.050,5.110,15,FRI,SEP
03,080,PLA,,17.541,454,A,17,W,3760,10.730,51.410,5.520,12,FRI,DEC,E,"3,854",9.740,58.090,5.660,15,FRI,APR
03,080,PLA,R,18.943,456,A,17,W,3706,8.270,67.440,5.580,10,MON,SEP,W,"3,778",8.750,65.050,5.690,16,SUN,MAR
03,080,PLA,R,21.128,457,A,17,W,3367,10.040,64.110,6.430,12,SUN,MAR,W,"3,296",10.980,57.350,6.300,13,SUN,JUL
03,080,PLA,R,23.429,458,O,16,W,3060,10.950,67.940,7.440,10,TUE,JUL,W,"3,051",10.780,68.790,7.420,15,SUN,FEB
03,080,PLA,R,26.209,325,A,17,W,2998,11.620,61.020,7.090,12,SUN,JUL,E,"3,007",11.150,63.830,7.110,13,SAT,JUL
03,080,PLA,,33.131,461,A,17,W,2526,15.860,53.570,8.500,12,FRI,DEC,W,"2,636",12.860,68.930,8.870,14,SUN,APR
03,080,PLA,,33.131,460,B,17,W,2709,12.650,61.170,7.730,12,SUN,JUN,W,"2,769",11.430,69.160,7.910,15,SUN,MAY
03,080,PLA,,43.167,459,A,17,E,2651,12.110,73.780,8.930,9,SAT,SEP,W,"2,663",12.810,70.060,8.970,14,SUN,MAR
03,080,NEV,R,2.476,757,A,15,W,2607,11.860,75.300,8.930,12,MON,JAN,W,"2,539",12.200,71.300,8.700,15,SUN,MAR
03,080,NEV,R,5.066,755,A,16,W,2975,13.160,72.670,9.560,10,TUE,JUL,E,"2,676",14.790,58.140,8.600,16,SAT,DEC
03,080,NEV,R,9.007,759,A,16,W,3005,13.350,73.620,9.820,10,TUE,JUL,W,"2,655",14.270,60.830,8.680,14,SUN,AUG
03,080,NEV,R,9.007,758,B,16,W,3016,12.620,77.250,9.750,12,SUN,FEB,W,"2,655",14.270,60.110,8.580,14,SUN,JUL
03,080,NEV,,20.225,762,B,17,W,1944,10.900,56.100,6.120,10,SUN,SEP,E,"2,027",10.190,62.560,6.380,16,THU,DEC
04,082,SCL,R,11.141,180,B,15,N,1300,9.790,70.730,6.930,8,WED,OCT,S,"1,516",11.150,72.470,8.080,17,THU,JUL
04,082,SM,,6.570,184,A,15,S,1293,8.890,55.810,4.960,12,TUE,JUL,N,"1,476",9.890,57.250,5.660,17,TUE,OCT
04,082,SM,,12.963,185,B,15,S,1330,9.410,56.600,5.330,8,MON,JAN,S,"1,333",9.980,53.510,5.340,17,WED,JUL
04,082,SM,,21.910,187,A,15,N,839,10.470,50.540,5.290,11,SAT,APR,S,943,11.420,52.070,5.940,13,SAT,APR
08,083,SBD,R,0.000,805,A,17,S,1623,5.390,84.620,4.560,6,THU,MAR,N,"1,710",7.360,65.270,4.800,17,MON,FEB
08,083,SBD,,5.420,869,A,16,S,1123,6.090,69.670,4.240,6,THU,AUG,N,"1,393",8.760,60.120,5.260,16,FRI,NOV
08,083,SBD,,8.879,886,A,17,N,1063,7.740,50.400,3.900,8,TUE,NOV,N,"1,223",8.740,51.370,4.490,17,THU,DEC
04,084,SM,,0.000,55,A,15,S,252,25.250,62.070,15.670,12,SUN,OCT,N,429,32.280,82.660,26.680,17,SAT,OCT
04,084,SM,,14.950,190,A,15,S,460,13.420,69.070,9.270,12,SUN,OCT,N,577,17.230,67.490,11.630,15,SUN,OCT
04,084,SM,,14.950,189,B,15,S,359,15.360,70.950,10.900,12,SAT,OCT,N,505,19.370,79.150,15.330,17,SAT,OCT
04,084,SM,,21.537,202,A,15,S,1897,10.520,52.960,5.570,8,MON,OCT,S,"1,927",10.700,52.900,5.660,17,THU,OCT
04,084,SM,R,25.810,468,A,15,S,2897,10.250,65.250,6.690,7,WED,OCT,N,"2,665",9.570,64.330,6.150,17,TUE,OCT
04,084,ALA,R,26.215,456,A,15,N,1753,7.730,56.900,4.400,11,SAT,APR,S,"1,865",7.200,64.960,4.680,17,TUE,JUL
03,084,YOL,,11.770,343,B,17,N,113,12.930,73.380,9.490,7,MON,JUL,S,132,17.720,62.560,11.080,17,FRI,JUL
04,085,SCL,R,22.163,446,O,16,N,4440,7.640,69.470,5.310,8,THU,FEB,S,"3,880",7.280,63.720,4.640,18,THU,MAY
11,086,IMP,R,0.000,850,A,17,S,218,7.640,51.050,3.900,7,WED,SEP,S,275,8.750,56.240,4.920,17,FRI,SEP
11,086,IMP,,6.006,851,B,17,S,1033,9.100,51.860,4.720,12,WED,MAR,S,"1,076",8.650,56.870,4.920,15,FRI,JUN
11,086,IMP,L,8.525,961,B,17,N,826,8.470,57.240,4.850,12,WED,APR,N,846,9.460,52.480,4.960,15,FRI,MAY
11,086,IMP,,15.320,960,B,17,N,585,8.030,52.230,4.190,12,FRI,SEP,S,710,9.760,52.170,5.090,17,FRI,FEB
11,086,IMP,,20.627,852,B,17,N,572,8.420,55.320,4.660,12,FRI,OCT,N,651,9.100,58.280,5.300,16,FRI,MAR
11,086,IMP,R,24.057,652,B,17,N,263,9.120,55.600,5.070,10,MON,FEB,N,285,10.570,52.010,5.500,14,FRI,FEB
11,086,IMP,,28.006,656,A,17,N,656,7.850,70.770,5.560,12,SUN,NOV,N,655,7.140,77.700,5.550,13,SUN,OCT
11,086,IMP,,43.559,854,B,17,S,670,7.560,71.660,5.420,8,SAT,APR,N,658,8.510,62.490,5.320,14,MON,FEB
11,086,IMP,,63.630,962,A,17,S,933,9.220,65.570,6.040,11,SAT,MAR,S,938,9.950,61.070,6.080,14,SAT,MAR
11,086,IMP,,67.824,963,B,17,N,773,7.830,64.520,5.050,11,SUN,NOV,S,877,9.500,60.320,5.730,14,FRI,MAR
08,086,RIV,R,16.744,778,B,17,S,917,7.430,55.540,4.130,12,FRI,MAR,S,"1,057",8.820,53.930,4.760,15,FRI,FEB
10,088,SJ,,0.400,53,A,16,E,817,6.380,71.110,4.540,5,THU,MAY,W,881,7.770,63.020,4.890,16,MON,FEB
10,088,SJ,,9.610,329,A,17,E,511,8.080,64.200,5.190,9,SAT,JUL,W,608,9.010,68.470,6.170,17,MON,JAN
10,088,SJ,,9.610,330,B,17,E,471,8.620,61.090,5.260,11,SAT,JUL,W,568,10.420,60.940,6.350,13,MON,MAY
10,088,SJ,,19.174,90,A,16,E,765,9.270,60.760,5.630,12,SAT,DEC,W,849,9.870,63.360,6.250,16,MON,FEB
10,088,AMA,,5.527,25,B,16,W,515,8.770,62.350,5.460,12,MON,JUL,W,689,9.740,75.050,7.310,17,MON,SEP
10,088,AMA,,5.527,66,A,16,W,408,9.910,60.620,6.010,11,MON,MAY,W,566,11.120,74.970,8.340,17,SUN,JAN
10,088,AMA,,9.309,75,A,16,E,703,8.120,61.940,5.030,11,SAT,JUN,W,818,8.540,68.510,5.850,17,SUN,FEB
09,089,MNO,,0.000,952,A,17,N,59,37.170,60.830,22.610,12,FRI,JUL,S,54,34.870,59.340,20.690,13,SUN,MAY
10,089,ALP,,23.972,653,O,15,S,372,17.030,68.260,11.620,10,FRI,JUL,N,706,31.660,69.690,22.060,17,THU,JUL
03,089,ED,,0.000,653,O,15,S,372,17.030,68.260,11.620,10,FRI,JUL,N,706,31.660,69.690,22.060,17,THU,JUL
03,089,ED,,8.550,655,B,16,N,323,11.300,57.470,6.500,12,SAT,AUG,N,360,13.660,53.020,7.240,15,FRI,JUL
03,089,ED,,11.686,654,B,15,N,435,13.330,60.750,8.100,12,SAT,FEB,S,453,16.720,50.450,8.430,14,SAT,OCT
03,089,PLA,T,8.569,667,A,17,N,858,12.580,58.650,7.380,9,WED,JUL,S,803,12.250,56.350,6.900,16,FRI,JUN
03,089,PLA,,13.058,668,O,15,N,638,10.360,62.060,6.430,11,SUN,JAN,N,659,10.830,61.300,6.640,15,SUN,JAN
03,089,PLA,,13.720,659,A,17,N,1040,12.760,71.680,9.150,9,MON,SEP,N,"1,152",12.310,82.290,10.130,16,SUN,FEB
03,089,SIE,,19.958,664,A,17,N,106,22.790,58.890,13.420,11,FRI,JUN,S,95,16.960,70.900,12.030,15,SUN,OCT
03,089,SIE,,19.958,218,B,17,N,135,16.280,80.840,13.160,9,MON,SEP,N,128,18.520,67.370,12.480,14,SUN,AUG
03,089,SIE,,23.080,665,A,15,N,44,11.990,57.140,6.850,12,FRI,NOV,N,38,11.060,53.520,5.920,15,FRI,NOV
02,089,PLU,,8.710,126,B,16,N,197,14.780,58.280,8.610,11,SUN,AUG,S,187,14.780,55.330,8.180,13,FRI,AUG
02,089,PLU,,8.720,127,A,16,S,149,9.560,74.870,7.160,7,FRI,NOV,N,148,10.670,66.670,7.110,17,WED,AUG
02,089,PLU,,20.470,259,B,16,S,175,10.590,59.730,6.330,11,SUN,AUG,N,170,11.570,53.130,6.150,15,FRI,MAY
02,089,PLU,R,42.185,129,B,16,N,161,13.490,69.400,9.360,10,SUN,AUG,S,164,18.370,51.900,9.530,14,FRI,AUG
02,089,TEH,R,0.010,130,A,16,N,95,30.670,77.240,23.690,10,SAT,AUG,S,98,29.930,81.670,24.440,17,SUN,AUG
02,089,SHA,,21.719,195,B,17,N,220,18.590,63.580,11.820,12,SUN,AUG,S,143,12.840,59.830,7.680,13,WED,AUG
02,089,SHA,,30.000,242,O,17,S,130,15.730,58.300,9.170,12,THU,AUG,N,131,16.640,55.510,9.240,13,MON,AUG
02,089,SIS,,24.750,293,A,17,S,167,10.220,62.080,6.350,11,FRI,NOV,S,165,10.380,60.440,6.270,15,WED,NOV
02,089,SIS,R,34.363,227,B,17,S,238,8.530,83.510,7.120,8,SAT,FEB,N,262,12.900,60.790,7.840,14,SUN,AUG
07,091,LA,R,7.426,904,A,17,W,7989,6.710,60.430,4.060,6,THU,JUN,E,"7,172",6.640,54.810,3.640,15,SAT,MAR
07,091,LA,R,16.300,127,B,16,E,9732,6.270,57.510,3.600,7,THU,SEP,E,"9,678",5.710,62.770,3.580,14,FRI,OCT
12,091,ORA,R,1.317,226,O,16,W,9160,6.260,54.580,3.420,7,WED,JAN,E,"9,290",6.670,51.920,3.460,13,SAT,NOV
12,091,ORA,R,3.020,723,A,16,E,10060,6.190,59.650,3.690,6,FRI,JUL,E,"10,745",6.930,56.830,3.940,14,TUE,JUL
12,091,ORA,,6.800,412,A,16,W,8208,7.000,52.410,3.670,7,WED,JAN,W,"8,326",6.690,55.650,3.720,16,MON,JUN
12,091,ORA,R,10.091,913,A,16,E,10297,6.340,52.040,3.300,12,SAT,JUN,W,"11,433",6.230,58.790,3.660,15,TUE,JUN
12,091,ORA,R,12.080,808,A,16,E,7129,5.980,68.440,4.090,10,THU,NOV,E,"7,238",6.520,63.710,4.150,14,SAT,OCT
12,091,ORA,R,17.973,914,A,16,W,11730,6.470,64.280,4.160,6,TUE,NOV,E,"10,617",5.980,62.930,3.760,18,WED,OCT
08,091,RIV,,17.426,791,O,17,E,6886,6.560,54.300,3.560,7,MON,NOV,W,"7,097",7.030,52.240,3.670,17,WED,JUN
08,091,RIV,,22.068,985,B,17,E,7554,7.380,50.380,3.720,7,TUE,APR,W,"7,420",6.810,53.610,3.650,16,THU,JUN
04,092,SM,,5.191,56,B,15,W,1468,9.980,59.580,5.940,7,MON,JUL,E,"1,353",8.990,60.950,5.480,16,WED,APR
04,092,SM,T,6.520,196,A,15,E,1288,7.390,75.190,5.560,9,WED,APR,E,"1,228",8.390,63.140,5.300,16,SUN,JUL
04,092,SM,R,13.831,910,A,16,W,5560,6.920,74.660,5.170,6,THU,MAY,E,"5,313",7.310,67.590,4.940,15,THU,FEB
11,094,SD,,1.416,936,A,17,W,6095,5.620,81.940,4.610,6,THU,JUL,E,"7,793",8.180,71.960,5.890,15,WED,MAR
11,094,SD,,2.214,974,A,17,W,6998,5.700,81.700,4.660,6,WED,AUG,E,"8,270",8.080,68.170,5.510,16,MON,MAY
11,094,SD,,8.983,990,B,17,W,7183,6.560,75.770,4.970,6,TUE,APR,E,"7,029",7.840,62.020,4.860,16,THU,NOV
11,094,SD,R,10.461,992,B,17,W,6570,6.340,71.650,4.540,6,TUE,APR,E,"7,115",8.090,60.780,4.920,17,THU,AUG
11,094,SD,R,13.333,959,B,17,W,2683,7.020,60.850,4.270,7,TUE,OCT,E,"2,993",8.270,57.680,4.770,17,THU,OCT
11,094,SD,,38.970,857,A,17,W,105,7.640,68.630,5.240,9,TUE,MAY,W,129,12.180,52.870,6.440,15,FRI,MAY
11,094,SD,,38.970,856,B,17,W,569,8.920,92.820,8.280,6,WED,AUG,E,544,9.680,81.810,7.920,17,FRI,FEB
11,094,SD,,64.229,858,B,17,E,45,10.170,63.380,6.450,12,SAT,JUL,W,49,12.890,54.440,7.020,15,WED,SEP
08,095,RIV,L,0.157,891,A,17,S,236,9.230,55.790,5.150,10,SAT,SEP,S,227,9.040,54.830,4.950,14,SUN,MAR
08,095,RIV,,10.540,903,A,17,N,102,12.280,65.810,8.080,10,SAT,JUL,N,120,13.470,70.590,9.510,17,FRI,MAY
08,095,RIV,,36.197,906,B,17,N,59,12.250,53.640,6.570,11,MON,JAN,N,67,11.020,67.680,7.460,13,FRI,FEB
08,095,SBD,,9.684,848,A,17,S,437,15.320,97.110,14.870,4,TUE,MAY,S,234,9.390,84.780,7.960,22,THU,MAY
08,095,SBD,,37.300,847,B,17,N,196,11.160,60.870,6.790,11,SUN,MAR,S,208,10.120,71.230,7.210,14,SUN,SEP
08,095,SBD,,57.275,806,B,17,N,243,9.310,61.680,5.740,11,FRI,MAR,S,235,9.830,56.490,5.550,14,FRI,FEB
08,095,SBD,R,57.244,958,A,17,N,199,11.650,63.580,7.410,12,MON,MAR,N,208,14.370,53.890,7.740,13,SUN,MAR
08,095,SBD,,80.453,959,B,17,N,213,12.090,60.860,7.360,10,SUN,MAR,S,242,12.020,69.540,8.360,13,SUN,SEP
01,096,HUM,,3.590,108,O,17,W,116,9.890,58.000,5.730,12,THU,AUG,W,138,12.700,53.700,6.820,13,MON,AUG
02,096,SIS,,41.101,135,A,17,W,109,8.710,71.240,6.210,7,TUE,AUG,E,111,11.220,56.350,6.320,13,FRI,FEB
02,096,SIS,,60.757,303,O,17,W,47,11.410,61.040,6.960,9,FRI,JUL,W,49,11.850,61.250,7.260,17,TUE,NOV
02,096,SIS,,103.418,137,B,17,E,62,8.930,72.090,6.440,11,FRI,NOV,E,64,10.700,62.140,6.650,15,WED,AUG
02,096,SIS,,105.823,243,B,17,E,33,10.420,60.000,6.250,11,THU,MAY,E,38,12.880,55.880,7.200,16,MON,AUG
02,097,SIS,L,0.000,268,A,17,N,547,9.930,50.050,4.970,12,MON,AUG,N,621,9.660,58.420,5.640,16,TUE,AUG
02,097,SIS,L,0.429,138,A,17,N,385,8.910,56.790,5.060,12,TUE,NOV,N,464,9.830,62.030,6.100,15,TUE,AUG
02,097,SIS,,20.190,183,B,17,N,364,13.750,72.510,9.970,9,FRI,AUG,N,460,15.640,80.560,12.600,17,SUN,AUG
02,097,SIS,,36.150,311,B,17,S,280,9.420,59.570,5.610,11,SUN,JUL,S,354,12.040,58.900,7.090,13,SUN,NOV
02,097,SIS,,50.890,269,A,17,S,227,7.580,59.890,4.540,10,FRI,NOV,N,261,9.060,57.620,5.220,13,SUN,MAY
02,097,SIS,,53.809,290,B,17,N,285,9.350,62.360,5.830,10,WED,AUG,N,411,12.130,69.310,8.410,17,WED,AUG
11,098,IMP,R,0.304,861,A,17,W,97,10.440,59.150,6.170,10,SAT,APR,E,134,13.050,65.370,8.530,20,SUN,APR
11,098,IMP,,28.740,862,A,17,W,195,7.360,66.550,4.900,7,FRI,JAN,E,266,9.570,69.820,6.680,17,FRI,OCT
11,098,IMP,,35.197,664,B,17,E,4261,47.030,95.540,44.930,8,SUN,FEB,E,"3,797",40.340,99.270,40.040,0,TUE,JAN
11,098,IMP,,36.630,864,B,17,E,750,9.270,54.190,5.020,12,SAT,FEB,E,"1,013",11.230,60.410,6.780,16,WED,FEB
11,098,IMP,,39.654,666,B,17,W,751,7.480,66.110,4.950,11,FRI,DEC,E,"1,024",10.950,61.580,6.740,17,FRI,DEC
11,098,IMP,,39.654,667,A,17,W,184,8.610,68.660,5.910,7,WED,APR,W,231,10.930,67.940,7.420,15,WED,DEC
11,098,IMP,,41.095,867,A,17,E,151,7.200,79.470,5.720,5,WED,DEC,W,186,9.780,72.090,7.050,15,TUE,APR
11,098,IMP,R,56.884,865,B,17,W,108,8.110,61.710,5.000,8,SAT,DEC,W,149,10.610,65.070,6.900,17,FRI,DEC
06,099,KER,L,0.748,382,A,17,S,2465,9.580,52.890,5.070,11,SAT,MAY,N,"2,696",10.070,55.010,5.540,16,SUN,NOV
06,099,KER,,20.200,202,O,16,N,4048,6.800,60.790,4.130,7,TUE,MAR,S,"4,387",8.170,54.830,4.480,17,FRI,OCT
06,099,KER,,21.082,601,A,15,N,5673,7.540,60.950,4.590,7,THU,FEB,S,"5,351",8.360,51.830,4.330,16,FRI,FEB
06,099,KER,,23.514,426,A,15,N,6705,7.180,60.680,4.360,7,MON,MAR,N,"8,078",8.850,59.320,5.250,16,THU,SEP
06,099,KER,,23.514,425,B,15,N,6605,7.390,60.360,4.460,7,THU,MAR,S,"6,398",7.970,54.230,4.320,17,FRI,JUN
