DI,RTE,CO,PRE,PM,CS,LEG,YR,AM_DIR,AM_WAY_PHV,AM_K_FACTOR_AMT,AM_D_FACTOR_AMT,AM_KD_FACTOR,AM_HOUR,AM_DAY,AM_MONTH,PM_DIR,PM_WAY_PHV,PM_K_FACTOR_AMT,PM_D_FACTOR_AMT,PM_KD_FACTOR,PM_HOUR,PM_DAY,PM_MONTH
04,009,SCL,,0.000,50,A,16,N,288,13.850,64.290,8.910,12,SAT,JUN,S,337,13.270,78.560,10.420,17,SUN,JUN
04,009,SCL,,7.090,170,A,16,N,533,11.650,67.210,7.830,11,SAT,DEC,N,685,15.410,65.300,10.060,14,SUN,SEP
04,009,SCL,,11.448,171,B,16,N,1633,7.880,64.320,5.060,8,WED,DEC,S,"1,748",8.340,64.980,5.420,17,TUE,DEC
07,010,LA,,18.410,456,B,15,W,1558,13.190,96.350,12.700,7,MON,DEC,E,"1,308",12.930,82.470,10.670,17,WED,JUL
07,010,LA,,19.714,783,O,17,W,1598,12.090,96.210,11.630,7,WED,MAY,E,"1,312",12.020,79.420,9.550,17,THU,SEP
07,010,LA,,24.309,785,A,15,W,3325,11.870,92.520,10.980,7,WED,OCT,E,"2,694",10.730,82.940,8.900,16,WED,SEP
07,010,LA,,19.668,752,O,17,E,8064,6.330,58.280,3.690,12,FRI,MAY,E,"9,022",6.620,62.430,4.130,16,FRI,MAR
07,010,LA,,24.315,721,A,15,E,7000,6.250,51.320,3.210,11,SAT,FEB,E,"6,963",6.090,52.390,3.190,17,THU,MAY
07,010,LA,,30.300,429,A,17,W,8875,6.510,61.470,4.000,8,TUE,JAN,W,"8,569",7.070,54.650,3.860,14,SAT,MAY
07,010,LA,,34.282,48,O,15,W,6826,5.370,72.810,3.910,5,FRI,OCT,E,"6,533",5.730,65.270,3.740,14,SUN,MAY
07,010,LA,,47.110,54,B,16,E,9730,6.310,55.470,3.500,11,SAT,APR,E,"9,876",6.260,56.780,3.550,13,THU,APR
08,010,SBD,,9.176,102,B,17,W,8821,6.700,51.340,3.440,7,THU,AUG,E,"8,580",6.390,52.340,3.340,14,SAT,FEB
08,010,SBD,,31.405,150,B,17,W,7791,6.710,67.540,4.530,7,TUE,AUG,E,"7,116",6.820,60.720,4.140,16,THU,JUL
08,010,RIV,R,3.048,862,A,17,W,4345,6.160,66.140,4.080,6,MON,APR,W,"4,337",7.120,57.100,4.070,13,MON,SEP
08,010,RIV,,8.205,865,B,17,E,6066,7.540,61.560,4.640,11,SAT,MAR,W,"5,738",8.320,52.770,4.390,13,SUN,JUN
08,010,RIV,R,19.400,808,A,17,W,5738,9.060,58.470,5.300,11,SUN,JUN,E,"5,183",8.520,56.220,4.790,14,FRI,APR
08,010,RIV,R,149.150,908,A,17,W,1742,9.730,63.760,6.200,10,SUN,MAR,W,"1,757",10.700,58.490,6.260,13,SUN,JAN
08,010,RIV,R,156.492,909,O,17,E,2686,9.400,91.330,8.580,4,MON,DEC,E,"1,874",10.100,59.300,5.990,15,FRI,DEC
04,012,NAP,,2.300,906,B,17,W,2411,7.800,73.960,5.770,6,WED,AUG,E,"1,947",7.420,62.830,4.660,15,THU,APR
04,012,SOL,,19.169,315,B,17,W,759,7.850,73.550,5.780,7,THU,JUL,E,850,8.530,75.830,6.470,16,THU,OCT
10,012,CAL,,13.872,155,A,15,E,489,11.910,68.490,8.160,8,MON,JAN,W,431,11.620,61.840,7.190,15,TUE,JAN
04,013,ALA,,4.262,27,A,15,N,2998,10.020,55.030,5.520,8,TUE,SEP,N,"2,653",8.780,55.610,4.880,17,TUE,SEP
04,013,ALA,,13.906,240,B,15,S,1871,8.510,64.430,5.480,8,THU,SEP,S,"1,668",9.490,51.550,4.890,15,SAT,JUN
07,014,LA,R,26.000,779,A,16,S,8746,6.430,75.270,4.840,6,FRI,MAR,N,"8,241",6.810,67.000,4.560,16,TUE,MAR
07,014,LA,R,54.200,712,B,17,S,5067,4.940,91.230,4.510,4,TUE,JAN,N,"5,061",6.740,66.880,4.510,18,FRI,MAR
07,014,LA,R,73.000,63,O,15,N,1634,6.790,67.110,4.560,6,THU,OCT,S,"1,934",9.600,56.190,5.390,17,THU,DEC
09,014,KER,R,0.000,927,A,17,N,1506,6.220,68.830,4.280,5,FRI,AUG,S,"1,967",9.490,58.930,5.590,16,MON,SEP
09,014,KER,R,3.018,601,A,17,N,871,6.000,69.620,4.170,6,MON,JUN,S,"1,102",8.570,61.600,5.280,16,MON,SEP
09,014,KER,R,12.147,961,A,17,S,848,6.330,66.460,4.210,6,THU,SEP,N,"1,128",8.650,64.720,5.600,16,WED,DEC
09,014,KER,L,16.866,912,O,17,S,958,7.730,65.440,5.060,10,FRI,NOV,N,"1,109",8.560,68.460,5.860,14,MON,MAY
09,014,KER,,16.070,929,A,17,S,523,7.600,64.170,4.880,12,SUN,SEP,S,752,10.040,69.820,7.010,15,MON,MAR
09,014,KER,,57.767,302,A,17,N,470,14.050,53.410,7.500,12,MON,DEC,N,633,18.380,55.000,10.110,14,MON,DEC
09,014,KER,,57.767,301,B,17,S,512,12.120,64.980,7.880,9,MON,SEP,S,634,13.080,74.590,9.750,14,SUN,MAR
09,014,KER,,64.559,971,B,17,S,535,21.720,61.640,13.390,11,MON,JAN,N,605,17.640,85.820,15.140,15,SUN,MAR
11,015,SD,,11.890,302,A,17,S,1282,8.880,71.100,6.320,8,MON,OCT,S,"1,372",11.100,60.900,6.760,16,FRI,DEC
11,015,SD,,15.000,998,X,17,S,3113,8.830,79.620,7.030,8,WED,OCT,N,"3,459",11.760,66.400,7.810,16,TUE,DEC
11,015,SD,,20.577,997,B,17,S,3326,9.900,86.410,8.550,7,WED,NOV,N,"2,981",10.630,72.110,7.670,16,WED,OCT
11,015,SD,,23.688,996,B,17,S,3428,9.740,86.440,8.420,7,MON,DEC,N,"3,546",11.040,78.850,8.700,16,TUE,OCT
11,015,SD,,27.261,301,X,17,S,3505,10.340,90.500,9.350,7,WED,JUN,N,"3,318",11.350,78.020,8.850,15,WED,OCT
11,015,SD,,30.856,300,O,17,S,3133,11.080,88.550,9.820,7,THU,MAR,N,"2,504",10.130,77.400,7.840,16,TUE,OCT
11,015,SD,,0.405,909,A,17,S,4417,6.970,57.790,4.030,6,THU,JUN,N,"5,130",8.640,54.170,4.680,16,TUE,JUL
11,015,SD,,2.226,836,B,17,N,5358,7.710,51.840,4.000,7,THU,OCT,N,"6,199",8.590,53.880,4.630,16,WED,MAY
11,015,SD,R,6.132,813,B,17,N,7180,6.480,61.930,4.010,6,WED,MAY,S,"8,558",7.950,60.150,4.780,17,WED,MAR
11,015,SD,R,9.995,682,X,17,N,6953,7.320,59.230,4.340,6,FRI,NOV,S,"6,259",7.750,50.350,3.900,14,FRI,JAN
11,015,SD,M,15.000,999,X,17,S,11760,7.860,57.140,4.490,7,TUE,AUG,S,"10,492",7.660,52.330,4.010,15,FRI,AUG
11,015,SD,M,15.924,913,B,17,S,12565,7.890,57.580,4.540,7,THU,JAN,N,"11,272",7.770,52.430,4.080,15,FRI,MAY
11,015,SD,M,26.026,935,A,17,S,9759,7.040,61.340,4.320,7,MON,MAY,N,"10,171",7.320,61.550,4.500,15,TUE,FEB
11,015,SD,M,26.026,934,B,17,S,9465,6.560,66.810,4.380,6,THU,JUL,N,"9,205",7.270,58.590,4.260,16,THU,JUN
11,015,SD,R,28.765,914,B,17,S,10261,7.170,68.080,4.880,6,FRI,NOV,N,"10,906",8.630,60.180,5.190,15,FRI,JAN
11,015,SD,R,30.627,918,B,17,S,10096,7.080,67.620,4.790,6,WED,FEB,N,"10,566",8.220,60.910,5.010,15,WED,NOV
11,015,SD,R,31.517,915,A,17,S,7215,6.200,76.750,4.760,6,FRI,SEP,N,"7,346",7.490,64.640,4.840,16,WED,MAY
11,015,SD,R,36.636,916,A,17,S,7317,6.530,76.920,5.020,6,FRI,AUG,N,"6,899",7.310,64.800,4.740,15,TUE,SEP
11,015,SD,R,46.491,969,A,17,N,8032,7.780,70.490,5.480,12,MON,SEP,N,"9,038",8.270,74.590,6.170,15,MON,FEB
11,015,SD,R,46.491,967,B,17,S,6551,6.110,78.170,4.780,6,THU,JUL,N,"6,295",7.250,63.330,4.590,15,FRI,NOV
08,015,RIV,,8.737,901,B,17,S,8027,6.650,60.930,4.050,8,SAT,OCT,N,"7,385",6.590,56.580,3.730,15,WED,MAR
08,015,RIV,,44.662,156,A,17,S,5621,6.880,54.360,3.740,6,MON,APR,S,"5,311",6.750,52.350,3.530,14,THU,DEC
08,015,SBD,,1.015,708,B,15,N,7588,6.630,52.300,3.470,6,MON,MAY,S,"7,167",6.290,52.150,3.280,13,SUN,JUN
08,015,SBD,,5.973,605,A,17,S,7873,6.010,72.280,4.340,7,TUE,JUL,N,"7,133",6.430,61.160,3.930,16,WED,OCT
08,015,SBD,R,81.834,604,B,17,N,2922,10.490,57.920,6.080,12,FRI,APR,N,"2,905",11.500,52.530,6.040,13,FRI,DEC
08,015,SBD,R,138.456,907,A,16,N,2782,11.100,62.170,6.900,10,SAT,SEP,S,"2,746",12.170,55.980,6.810,14,SUN,JUL
03,016,COL,,0.000,100,A,17,W,45,15.870,61.640,9.780,11,SAT,NOV,E,51,19.130,57.960,11.090,14,SUN,OCT
03,016,SAC,R,11.474,117,B,17,W,567,8.000,71.050,5.690,6,THU,MAR,E,547,9.320,58.880,5.490,17,FRI,OCT
03,016,SAC,R,11.474,118,A,17,W,694,7.690,68.510,5.270,6,WED,FEB,E,737,8.840,63.320,5.600,16,FRI,JUN
03,016,SAC,R,16.805,334,A,17,W,1081,10.140,72.120,7.310,7,TUE,OCT,E,913,8.820,70.070,6.180,17,WED,OCT
03,016,SAC,R,22.848,910,A,17,E,325,8.730,60.630,5.290,11,SAT,JUL,E,369,8.860,67.830,6.010,17,MON,JUL
04,017,SCL,,7.073,432,A,17,N,3874,5.840,72.600,4.240,7,TUE,NOV,S,"3,562",6.800,57.390,3.900,16,MON,DEC
08,018,SBD,R,17.732,814,B,15,N,867,10.320,80.430,8.300,10,FRI,JUL,N,"1,068",11.810,86.550,10.220,16,FRI,JUL
08,018,SBD,,20.612,813,A,15,N,550,9.860,58.820,5.800,12,SAT,OCT,S,566,8.760,68.190,5.970,15,SUN,JUL
08,018,SBD,,31.903,882,A,15,S,1156,16.580,67.800,11.240,12,SUN,JAN,S,"1,141",18.580,59.710,11.090,14,SUN,DEC
08,018,SBD,,44.319,815,B,17,S,884,22.740,61.390,13.960,12,MON,JAN,S,764,19.610,61.510,12.060,14,SUN,NOV
08,018,SBD,,73.783,899,A,15,S,449,10.590,51.670,5.470,11,FRI,JAN,S,493,9.540,62.960,6.010,13,THU,JAN
01,020,MEN,,2.230,761,A,17,E,285,14.350,55.020,7.890,12,SUN,JUL,W,278,11.880,64.800,7.700,17,FRI,SEP
01,020,MEN,,33.320,721,A,16,E,851,7.410,83.760,6.210,7,THU,APR,E,994,10.320,70.300,7.250,16,FRI,OCT
01,020,LAK,,0.990,170,A,17,E,496,9.490,54.510,5.170,12,SUN,JUL,E,601,9.610,65.260,6.270,17,FRI,NOV
01,020,LAK,,8.293,172,B,17,W,515,8.020,62.960,5.050,10,SAT,SEP,E,603,9.600,61.590,5.910,17,THU,AUG
01,020,LAK,,8.319,173,A,17,E,467,10.320,69.700,7.190,12,SAT,MAR,E,652,12.170,82.530,10.040,16,TUE,FEB
01,020,LAK,,31.525,124,B,17,W,476,10.310,52.080,5.370,12,FRI,MAY,W,515,10.910,53.260,5.810,13,FRI,MAY
01,020,LAK,,31.667,125,A,17,E,466,11.060,56.690,6.270,11,SUN,JUL,W,515,12.140,57.100,6.930,15,FRI,SEP
03,020,COL,,3.451,124,B,15,W,369,12.730,54.430,6.930,12,FRI,JUL,W,438,13.880,59.270,8.230,17,FRI,SEP
03,020,COL,,3.451,125,A,15,E,331,11.330,59.530,6.740,11,SAT,NOV,E,404,14.790,55.650,8.230,15,SUN,JUL
03,020,SUT,,9.176,130,A,17,E,442,7.610,57.550,4.380,12,WED,OCT,E,562,9.100,61.220,5.570,15,FRI,APR
03,020,SUT,,17.057,304,O,17,W,1702,7.530,54.890,4.130,7,TUE,SEP,W,"1,941",8.590,54.820,4.710,16,THU,APR
03,020,YUB,,0.000,304,O,17,W,1702,7.530,54.890,4.130,7,TUE,SEP,W,"1,941",8.590,54.820,4.710,16,THU,APR
03,020,YUB,,1.472,137,A,16,E,841,7.680,64.050,4.920,7,FRI,SEP,W,833,8.150,59.760,4.870,16,THU,MAR
03,020,YUB,,1.472,136,B,16,W,1160,8.110,55.640,4.510,12,SUN,AUG,E,"1,229",8.320,57.460,4.780,17,FRI,OCT
03,020,YUB,R,7.018,140,A,17,W,695,8.930,70.700,6.310,7,TUE,NOV,E,685,10.470,59.410,6.220,16,FRI,SEP
03,020,NEV,,29.600,319,B,17,W,312,14.540,58.650,8.530,11,MON,MAY,W,771,23.130,91.140,21.080,16,TUE,FEB
12,022,ORA,R,1.800,420,A,16,E,6847,7.810,57.400,4.480,7,THU,JUN,E,"6,389",7.390,56.630,4.180,18,TUE,APR
12,022,ORA,R,7.310,71,B,16,E,8273,7.000,52.190,3.650,7,WED,JAN,W,"9,231",7.590,53.730,4.080,17,FRI,MAY
07,023,VEN,R,4.320,73,A,16,S,6826,8.420,72.300,6.090,7,TUE,JUN,N,"6,146",8.730,62.780,5.480,17,THU,FEB
07,023,VEN,R,10.780,51,O,17,S,3913,9.680,56.000,5.420,7,THU,SEP,N,"3,389",8.230,57.020,4.690,16,FRI,JAN
04,024,CC,R,2.313,521,B,15,W,8673,7.520,64.450,4.850,7,TUE,SEP,E,"8,299",7.670,60.510,4.640,17,FRI,MAR
05,025,SBT,,35.000,170,O,16,S,112,19.290,62.220,12.000,12,SAT,FEB,N,116,15.110,82.270,12.430,16,SUN,FEB
05,025,SBT,,54.048,176,A,16,N,1699,7.360,89.140,6.560,5,THU,APR,S,"1,918",7.950,93.150,7.400,17,TUE,APR
04,025,SCL,,2.528,63,B,16,S,1452,7.680,71.490,5.490,7,WED,MAR,N,"1,445",8.150,67.020,5.460,17,MON,JUN
10,026,SJ,,6.850,52,A,16,W,418,9.570,66.560,6.370,7,WED,AUG,E,357,9.050,60.100,5.440,17,MON,AUG
10,026,SJ,,20.506,87,O,16,W,404,9.630,83.130,8.000,7,THU,MAR,E,419,10.300,80.580,8.300,17,MON,FEB
10,026,CAL,,0.000,87,O,16,W,404,9.630,83.130,8.000,7,THU,MAR,E,419,10.300,80.580,8.300,17,MON,FEB
10,026,CAL,,18.069,156,B,15,E,94,10.570,56.630,5.990,10,SAT,APR,W,90,10.890,52.630,5.730,14,FRI,APR
03,028,PLA,,0.085,154,A,17,W,748,8.430,69.520,5.860,8,TUE,MAR,E,820,10.770,59.680,6.430,15,SUN,JAN
03,028,PLA,,0.830,156,A,15,W,524,7.340,62.460,4.580,11,SAT,JAN,E,629,9.310,59.060,5.500,16,FRI,JAN
03,028,PLA,,5.810,160,B,15,W,346,6.600,67.320,4.440,7,WED,OCT,E,445,9.090,62.850,5.720,17,WED,OCT
03,028,PLA,,11.028,167,O,16,W,560,7.810,56.400,4.400,12,SAT,JAN,W,675,9.450,56.160,5.310,16,TUE,JAN
04,029,NAP,R,6.196,9,A,17,S,2002,7.750,53.440,4.140,7,THU,JAN,S,"2,040",6.680,63.180,4.220,18,SAT,OCT
04,029,NAP,R,9.100,913,B,17,N,2111,7.500,54.600,4.090,8,THU,MAY,N,"2,292",7.710,57.620,4.440,16,THU,MAR
04,029,NAP,,36.893,10,A,17,N,650,11.040,60.070,6.630,12,FRI,OCT,N,685,12.560,55.650,6.990,15,FRI,OCT
01,029,LAK,,52.539,773,B,17,N,444,12.460,51.270,6.390,12,TUE,MAR,N,529,14.990,50.770,7.610,16,TUE,MAR
03,032,GLE,,9.626,173,B,17,E,521,8.510,62.770,5.340,7,WED,SEP,W,586,9.100,66.070,6.010,17,WED,OCT
03,032,GLE,,9.626,174,A,17,E,714,9.350,58.380,5.460,12,SAT,FEB,E,766,10.680,54.870,5.860,16,WED,JAN
02,032,TEH,R,24.876,223,B,16,W,130,16.050,75.580,12.130,12,SUN,SEP,W,131,17.910,68.230,12.220,15,SUN,AUG
07,033,VEN,R,4.046,753,O,17,S,1562,8.400,64.250,5.400,7,TUE,OCT,N,"1,565",8.620,62.730,5.410,17,WED,OCT
07,033,VEN,,11.210,84,A,17,N,686,10.620,53.220,5.650,7,MON,AUG,S,749,11.520,53.580,6.170,14,SUN,AUG
07,033,VEN,,17.350,433,B,15,N,286,39.830,99.310,39.560,1,SUN,AUG,N,271,38.310,97.830,37.480,21,SAT,OCT
06,033,KER,R,11.555,55,B,17,S,409,10.410,90.290,9.400,5,WED,MAY,N,373,11.060,77.550,8.570,17,THU,JUN
06,033,KER,R,11.555,56,A,15,S,271,8.710,75.280,6.560,5,TUE,JUL,N,237,9.580,59.850,5.730,16,FRI,JUL
06,033,KER,,17.889,182,B,15,S,376,8.430,74.900,6.310,6,WED,APR,N,378,9.870,64.290,6.350,15,WED,JAN
06,033,KER,,17.889,183,A,15,S,145,9.900,62.500,6.190,7,WED,OCT,N,147,10.410,60.250,6.270,15,FRI,OCT
06,033,KER,,18.790,57,B,15,S,577,6.360,99.140,6.310,2,WED,JUL,S,504,10.280,53.620,5.510,15,FRI,JAN
06,033,KER,,23.410,625,A,15,N,508,15.450,84.670,13.080,6,THU,OCT,S,420,14.350,75.400,10.820,15,THU,JAN
06,033,KER,R,60.168,184,A,15,N,317,18.480,80.870,14.950,5,THU,OCT,S,280,22.910,57.610,13.200,16,MON,JUL
06,033,KIN,,7.800,37,B,17,S,337,22.300,89.390,19.930,5,THU,SEP,N,208,14.780,83.200,12.300,16,FRI,DEC
06,033,KIN,,7.800,58,A,17,S,503,18.970,91.960,17.450,5,TUE,MAR,N,318,13.390,82.380,11.030,16,WED,JUN
06,033,FRE,,14.750,59,B,17,S,363,6.060,72.460,4.390,6,THU,MAR,N,493,10.100,59.040,5.960,16,THU,SEP
06,033,FRE,R,18.588,608,B,17,N,282,7.690,78.990,6.070,5,THU,AUG,S,285,8.890,69.010,6.140,16,TUE,AUG
06,033,FRE,,24.316,42,A,17,N,161,8.140,80.100,6.520,5,TUE,JUN,N,146,9.600,61.600,5.910,14,FRI,SEP
06,033,FRE,,24.316,41,B,17,N,214,6.660,75.620,5.040,5,MON,SEP,S,225,9.320,56.820,5.300,16,WED,DEC
06,033,FRE,R,39.948,415,A,16,N,310,16.870,94.230,15.900,3,TUE,OCT,S,170,11.080,78.700,8.720,14,SAT,APR
06,033,FRE,,53.400,60,B,16,S,250,16.050,87.410,14.030,5,TUE,JUL,N,193,12.910,83.910,10.830,16,THU,APR
06,033,FRE,R,62.506,233,A,16,N,446,8.580,74.090,6.360,6,MON,OCT,S,387,9.170,60.190,5.520,16,WED,OCT
06,033,FRE,,70.193,61,B,16,S,582,8.170,61.920,5.060,7,TUE,OCT,S,618,9.410,57.120,5.370,16,FRI,APR
06,033,FRE,,77.650,424,A,16,S,133,8.190,63.330,5.190,7,THU,JUL,S,145,10.460,54.100,5.660,17,MON,OCT
06,033,FRE,R,79.905,62,A,17,N,197,10.560,87.950,9.280,3,SAT,AUG,S,153,10.180,70.830,7.210,15,MON,DEC
10,033,MER,R,5.635,191,B,16,S,616,10.250,63.900,6.550,12,SAT,JUN,S,541,9.440,60.990,5.750,13,SUN,JUL
10,033,MER,R,16.643,193,X,16,N,462,7.240,59.920,4.340,12,SAT,SEP,N,536,7.280,69.160,5.030,17,FRI,MAR
10,033,MER,,16.643,193,X,16,N,462,7.240,59.920,4.340,12,SAT,SEP,N,536,7.280,69.160,5.030,17,FRI,MAR
10,033,MER,,27.111,16,A,16,S,372,7.760,54.310,4.210,11,SAT,SEP,S,430,9.100,53.480,4.870,16,FRI,SEP
07,034,VEN,,12.840,86,B,16,W,1574,9.970,97.400,9.710,3,FRI,JUL,W,"1,699",14.630,71.600,10.480,16,THU,APR
01,036,HUM,,0.000,747,A,17,W,284,9.060,60.810,5.510,7,TUE,MAY,E,297,9.600,60.000,5.760,17,THU,JUL
01,036,HUM,,7.490,112,B,17,E,162,9.840,62.790,6.180,12,SAT,AUG,E,192,12.120,60.380,7.320,16,SAT,MAY
02,036,TRI,,27.232,305,B,15,E,53,11.620,57.610,6.690,11,SUN,NOV,W,53,12.500,53.540,6.690,15,FRI,MAY
02,036,TRI,R,28.650,192,A,15,W,25,7.260,83.330,6.050,10,MON,MAY,E,28,11.860,57.140,6.780,16,FRI,MAY
02,036,TEH,,23.200,110,B,15,E,45,11.410,66.180,7.550,11,SUN,NOV,E,45,12.580,60.000,7.550,14,SUN,MAY
02,036,TEH,,39.720,216,B,15,E,259,8.730,81.960,7.150,7,MON,SEP,W,221,9.640,63.320,6.100,15,FRI,MAY
02,036,TEH,R,41.207,275,B,17,E,240,8.600,69.770,6.000,7,THU,SEP,W,238,9.330,63.810,5.950,16,THU,JUN
02,036,TEH,R,41.207,276,A,17,E,474,8.950,68.600,6.140,7,WED,MAR,W,411,8.960,59.390,5.320,16,WED,SEP
02,036,TEH,L,41.150,277,B,15,E,497,10.760,54.260,5.840,12,FRI,FEB,E,496,10.330,56.430,5.830,14,FRI,FEB
02,036,TEH,L,41.150,278,A,15,E,633,10.130,54.810,5.550,12,WED,SEP,W,639,10.350,54.150,5.600,17,WED,SEP
02,036,TEH,,42.790,280,A,15,W,756,8.590,54.390,4.670,7,MON,MAY,W,835,10.170,50.760,5.160,14,FRI,MAY
02,036,TEH,,42.790,279,B,15,W,937,8.320,57.450,4.780,7,MON,MAY,W,"1,010",9.920,51.960,5.150,14,FRI,MAY
02,036,TEH,,44.004,281,B,15,W,871,8.890,73.260,6.510,7,THU,NOV,W,979,11.530,63.530,7.320,15,FRI,NOV
02,036,TEH,,44.004,112,A,15,W,137,13.120,54.150,7.100,11,SAT,AUG,W,154,11.560,69.060,7.980,14,SUN,AUG
02,036,TEH,,55.260,286,A,16,W,121,16.020,59.020,9.450,10,SUN,AUG,W,158,16.250,75.960,12.340,15,SUN,AUG
02,036,TEH,,82.205,225,O,16,W,126,18.610,60.580,11.270,11,SUN,AUG,W,161,20.660,69.700,14.400,13,SUN,AUG
02,036,PLU,,6.287,218,B,16,W,257,16.710,77.640,12.970,10,SUN,AUG,E,218,14.790,74.400,11.000,17,FRI,AUG
02,036,PLU,,8.840,114,O,16,W,382,14.660,51.830,7.600,11,SAT,AUG,E,375,14.400,51.800,7.460,13,SAT,AUG
02,036,PLU,,9.180,235,A,16,W,296,12.100,61.540,7.450,11,SUN,AUG,W,296,12.150,61.280,7.450,13,SUN,AUG
02,036,LAS,,0.760,115,B,16,W,117,11.840,50.650,6.000,12,SUN,AUG,W,130,12.610,52.850,6.660,15,FRI,AUG
02,036,LAS,R,19.196,245,B,16,W,139,11.660,50.550,5.890,12,SAT,SEP,W,161,11.580,58.970,6.830,15,FRI,AUG
02,036,LAS,,24.460,299,B,17,W,340,10.450,59.230,6.190,10,FRI,MAY,W,350,11.380,56.000,6.370,14,FRI,JUL
02,036,LAS,,25.045,296,O,17,W,585,9.480,54.830,5.200,10,SAT,JUL,W,641,10.470,54.410,5.690,15,THU,JUN
02,036,LAS,,25.940,211,A,16,E,836,9.850,51.730,5.100,12,TUE,MAY,W,900,10.590,51.810,5.490,15,FRI,MAY
02,036,LAS,R,29.394,116,B,16,W,498,9.120,56.720,5.170,10,FRI,MAY,E,553,11.240,51.060,5.740,17,FRI,MAY
04,037,SOL,R,9.665,392,A,17,W,2748,6.960,55.050,3.830,12,SAT,JUL,E,"2,857",6.940,57.390,3.980,17,WED,OCT
08,038,SBD,,59.438,884,B,15,E,193,20.960,59.940,12.570,11,SUN,OCT,W,220,25.850,55.420,14.320,17,FRI,JUL
07,039,LA,,17.813,746,O,16,N,269,18.000,63.900,11.500,11,SUN,JUN,S,312,18.600,71.720,13.340,16,SUN,JUN
08,040,SBD,R,28.481,855,B,17,W,1061,12.050,63.690,7.680,11,SUN,JUL,W,"1,055",11.300,67.540,7.630,14,SUN,JUL
08,040,SBD,R,132.727,400,A,17,W,1315,11.520,69.320,7.980,11,SUN,JUN,W,"1,028",10.360,60.260,6.240,13,SUN,MAR
08,040,SBD,R,154.643,885,O,17,W,935,9.970,66.270,6.610,10,SUN,NOV,E,898,9.510,66.720,6.340,15,WED,JUN
05,041,SLO,,14.520,277,B,17,S,987,13.690,50.180,6.870,10,SAT,JUL,S,"1,137",15.790,50.130,7.910,19,FRI,JUL
05,041,SLO,,41.159,241,B,17,N,122,12.900,73.490,9.480,7,FRI,SEP,S,136,16.320,64.760,10.570,16,THU,JUN
05,041,SLO,R,42.172,243,B,17,N,123,15.690,61.810,9.700,5,TUE,MAR,S,141,16.010,69.460,11.120,16,MON,MAR
06,041,KIN,,8.098,33,A,17,S,701,11.660,76.860,8.960,9,SAT,JUL,N,675,12.680,68.040,8.630,17,SUN,JUN
06,041,KIN,,20.080,38,B,17,S,536,9.800,70.900,6.940,10,SAT,JUN,N,550,11.180,63.730,7.130,16,SUN,JUN
06,041,KIN,,33.004,414,B,17,S,536,9.660,69.160,6.680,10,SAT,JUN,N,576,11.210,64.070,7.180,16,SUN,JUN
06,041,KIN,R,39.962,35,A,17,S,716,6.890,65.810,4.530,6,MON,MAR,N,805,8.250,61.780,5.100,16,WED,SEP
06,041,KIN,R,39.962,34,B,17,S,559,8.320,66.950,5.570,10,SAT,MAR,N,620,9.190,67.170,6.180,17,SUN,JUN
06,041,FRE,R,1.013,658,B,16,S,637,6.110,65.130,3.980,6,TUE,FEB,N,785,8.000,61.280,4.900,15,TUE,MAY
06,041,FRE,R,8.107,659,B,17,S,677,5.400,73.270,3.960,4,FRI,MAY,N,832,9.330,52.100,4.860,15,FRI,AUG
06,041,FRE,R,16.100,643,B,16,S,1225,6.860,79.960,5.480,5,WED,MAY,N,"1,138",8.700,58.510,5.090,16,THU,FEB
06,041,FRE,R,20.084,641,A,17,N,1710,7.600,59.500,4.520,12,SAT,OCT,N,"1,962",8.410,61.660,5.190,13,SAT,MAR
06,041,FRE,R,26.461,243,A,17,N,5999,6.580,74.110,4.870,8,TUE,SEP,N,"6,343",9.780,52.710,5.150,16,TUE,OCT
06,041,FRE,R,30.447,250,A,17,S,4025,8.660,57.760,5.000,7,WED,SEP,N,"4,124",8.880,57.710,5.120,17,TUE,MAY
06,041,FRE,R,31.683,917,A,17,S,2492,8.780,56.860,4.990,7,THU,APR,N,"2,534",9.430,53.840,5.070,17,WED,SEP
06,041,MAD,,3.230,400,A,17,S,1097,7.600,71.420,5.420,7,TUE,MAY,N,"1,105",8.950,61.050,5.460,17,FRI,APR
06,041,MAD,,3.230,256,B,16,S,1725,8.420,70.320,5.920,7,TUE,FEB,N,"1,508",8.420,61.450,5.180,17,WED,NOV
06,041,MAD,,9.250,673,B,16,S,737,7.060,73.700,5.200,7,WED,MAY,N,822,9.430,61.480,5.800,16,FRI,AUG
06,041,MAD,,9.250,619,A,17,S,839,7.160,66.910,4.790,7,TUE,SEP,N,978,8.310,67.170,5.580,17,FRI,OCT
06,041,MAD,,24.020,650,A,16,N,740,10.580,54.290,5.740,11,SUN,MAY,N,767,9.870,60.300,5.950,17,FRI,AUG
06,041,MAD,,25.000,975,B,16,S,598,9.770,54.810,5.350,12,SUN,AUG,N,626,9.000,62.290,5.600,16,FRI,NOV
06,041,MAD,,28.020,192,A,16,S,775,9.000,59.850,5.380,11,MON,FEB,S,741,9.310,55.300,5.150,17,THU,AUG
06,041,MAD,,35.770,620,A,16,N,720,10.370,62.770,6.510,9,SAT,AUG,S,654,9.300,63.620,5.920,17,SUN,AUG
06,041,MAD,,38.990,934,A,17,N,492,12.600,66.310,8.360,10,SAT,AUG,S,455,11.190,69.040,7.730,17,SAT,MAY
